epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1744041267054,2025-04-07T18.54.27.054,145.522,55.976,9.238,-42.165
1744041267075,2025-04-07T18.54.27.075,145.543,61.555,5.396,-37.896
1744041267095,2025-04-07T18.54.27.095,145.563,59.909,-2.195,-37.713
1744041267116,2025-04-07T18.54.27.116,145.584,52.713,-10.061,-36.250
1744041267135,2025-04-07T18.54.27.135,145.603,39.695,-14.360,-30.152
1744041267155,2025-04-07T18.54.27.155,145.623,26.128,-11.463,-19.451
1744041267176,2025-04-07T18.54.27.176,145.644,19.482,-6.189,-8.445
1744041267196,2025-04-07T18.54.27.196,145.664,6.311,-0.549,9.848
1744041267217,2025-04-07T18.54.27.217,145.685,-24.177,-5.610,28.262
1744041267236,2025-04-07T18.54.27.236,145.704,-35.488,-10.122,38.902
1744041267256,2025-04-07T18.54.27.256,145.724,-22.287,-1.921,49.238
1744041267277,2025-04-07T18.54.27.277,145.745,-27.470,-0.152,51.402
1744041267297,2025-04-07T18.54.27.297,145.765,-34.207,-6.402,46.098
1744041267318,2025-04-07T18.54.27.318,145.786,-35.000,-9.512,42.957
1744041267338,2025-04-07T18.54.27.338,145.806,-30.396,-4.207,40.152
1744041267357,2025-04-07T18.54.27.357,145.825,-18.537,2.073,25.915
1744041267378,2025-04-07T18.54.27.378,145.846,10.823,0.793,-1.311
1744041267398,2025-04-07T18.54.27.398,145.866,17.500,-11.555,-19.177
1744041267419,2025-04-07T18.54.27.419,145.887,-12.104,-13.201,-17.195
1744041267439,2025-04-07T18.54.27.439,145.907,-8.262,-6.951,-22.774
1744041267460,2025-04-07T18.54.27.460,145.928,17.866,-6.494,-35.183
1744041267479,2025-04-07T18.54.27.479,145.947,27.683,-6.372,-41.189
1744041267500,2025-04-07T18.54.27.500,145.968,28.811,-1.585,-41.128
1744041267520,2025-04-07T18.54.27.520,145.988,33.720,5.488,-40.427
1744041267541,2025-04-07T18.54.27.541,146.009,34.970,8.872,-39.848
1744041267561,2025-04-07T18.54.27.561,146.029,29.665,7.927,-35.152
1744041267580,2025-04-07T18.54.27.580,146.048,25.915,8.293,-27.713
1744041267601,2025-04-07T18.54.27.601,146.069,22.439,11.372,-19.665
1744041267621,2025-04-07T18.54.27.621,146.089,9.634,12.256,-8.994
1744041267642,2025-04-07T18.54.27.642,146.110,-1.829,12.226,2.683
1744041267662,2025-04-07T18.54.27.662,146.130,-1.341,18.079,11.159
1744041267683,2025-04-07T18.54.27.683,146.151,3.415,29.634,13.476
1744041267702,2025-04-07T18.54.27.702,146.170,-2.561,24.756,21.037
1744041267722,2025-04-07T18.54.27.722,146.190,-22.805,2.835,31.159
1744041267743,2025-04-07T18.54.27.743,146.211,-19.543,-9.024,35.244
1744041267763,2025-04-07T18.54.27.763,146.231,-45.030,-13.415,42.073
1744041267784,2025-04-07T18.54.27.784,146.252,-63.750,-16.585,49.299
1744041267804,2025-04-07T18.54.27.804,146.272,-44.238,-14.024,44.482
1744041267823,2025-04-07T18.54.27.823,146.291,-17.409,-10.701,36.341
1744041267844,2025-04-07T18.54.27.844,146.312,-15.488,-11.677,32.226
1744041267864,2025-04-07T18.54.27.864,146.332,-19.421,-15.030,27.165
1744041267885,2025-04-07T18.54.27.885,146.353,-20.091,-15.091,23.567
1744041267905,2025-04-07T18.54.27.905,146.373,-22.713,-11.220,16.738
1744041267926,2025-04-07T18.54.27.926,146.394,-19.573,-9.939,1.768
1744041267945,2025-04-07T18.54.27.945,146.413,-15.488,-11.280,-9.543
1744041267965,2025-04-07T18.54.27.965,146.433,-20.488,-8.232,-12.988
1744041267986,2025-04-07T18.54.27.986,146.454,-21.524,0.305,-21.433
1744041268006,2025-04-07T18.54.28.006,146.474,-4.543,1.494,-38.720
1744041268027,2025-04-07T18.54.28.027,146.495,11.250,-0.488,-47.226
1744041268046,2025-04-07T18.54.28.046,146.514,12.256,-2.073,-46.707
1744041268066,2025-04-07T18.54.28.066,146.534,14.634,-0.213,-45.366
1744041268087,2025-04-07T18.54.28.087,146.555,17.774,-1.829,-41.494
1744041268107,2025-04-07T18.54.28.107,146.575,13.323,-2.713,-34.177
1744041268128,2025-04-07T18.54.28.128,146.596,12.591,-1.707,-26.220
1744041268148,2025-04-07T18.54.28.148,146.616,17.165,-0.396,-18.780
1744041268168,2025-04-07T18.54.28.168,146.636,22.470,3.659,-10.701
1744041268188,2025-04-07T18.54.28.188,146.656,14.329,4.360,-3.933
1744041268209,2025-04-07T18.54.28.209,146.677,-3.079,-0.701,2.683
1744041268229,2025-04-07T18.54.28.229,146.697,-13.872,-2.591,10.518
1744041268250,2025-04-07T18.54.28.250,146.718,-6.677,3.110,16.860
1744041268270,2025-04-07T18.54.28.270,146.738,8.628,7.713,21.311
1744041268289,2025-04-07T18.54.28.289,146.757,4.573,5.122,26.555
1744041268310,2025-04-07T18.54.28.310,146.778,-7.500,-4.116,32.744
1744041268330,2025-04-07T18.54.28.330,146.798,-20.976,-6.494,39.970
1744041268351,2025-04-07T18.54.28.351,146.819,-17.805,-2.073,40.915
1744041268371,2025-04-07T18.54.28.371,146.839,-5.061,-4.451,38.872
1744041268390,2025-04-07T18.54.28.390,146.858,-2.439,-7.470,38.415
1744041268411,2025-04-07T18.54.28.411,146.879,-10.732,-13.018,36.555
1744041268431,2025-04-07T18.54.28.431,146.899,-32.866,-14.909,34.116
1744041268452,2025-04-07T18.54.28.452,146.920,-32.073,-9.085,30.152
1744041268472,2025-04-07T18.54.28.472,146.940,-10.152,-5.945,15.366
1744041268493,2025-04-07T18.54.28.493,146.961,15.640,-4.878,-1.159
1744041268512,2025-04-07T18.54.28.512,146.980,0.762,-1.921,-6.128
1744041268532,2025-04-07T18.54.28.532,147.000,-11.006,0.884,-9.817
1744041268553,2025-04-07T18.54.28.553,147.021,9.390,-6.189,-26.616
1744041268573,2025-04-07T18.54.28.573,147.041,22.957,-13.110,-38.262
1744041268594,2025-04-07T18.54.28.594,147.062,18.384,-13.232,-41.860
1744041268614,2025-04-07T18.54.28.614,147.082,26.890,-8.994,-46.098
1744041268633,2025-04-07T18.54.28.633,147.101,40.457,-5.640,-45.793
1744041268654,2025-04-07T18.54.28.654,147.122,40.427,-6.982,-42.957
1744041268674,2025-04-07T18.54.28.674,147.142,37.012,-5.915,-34.055
1744041268695,2025-04-07T18.54.28.695,147.163,18.018,-6.494,-22.896
1744041268715,2025-04-07T18.54.28.715,147.183,3.140,-2.317,-11.860
1744041268736,2025-04-07T18.54.28.736,147.204,12.591,7.683,-6.829
1744041268755,2025-04-07T18.54.28.755,147.223,29.238,18.841,-6.128
1744041268775,2025-04-07T18.54.28.775,147.243,13.476,16.037,-2.104
1744041268796,2025-04-07T18.54.28.796,147.264,-17.561,5.610,3.323
1744041268816,2025-04-07T18.54.28.816,147.284,-36.677,8.262,9.421
1744041268837,2025-04-07T18.54.28.837,147.305,-15.213,21.067,7.409
1744041268856,2025-04-07T18.54.28.856,147.324,17.317,29.970,1.982
1744041268876,2025-04-07T18.54.28.876,147.344,4.177,19.909,1.341
1744041268897,2025-04-07T18.54.28.897,147.365,-22.195,8.232,8.933
1744041268918,2025-04-07T18.54.28.918,147.386,-25.396,3.476,12.744
1744041268938,2025-04-07T18.54.28.938,147.406,-24.207,-2.500,14.451
1744041268959,2025-04-07T18.54.28.959,147.427,-22.256,-9.756,15.945
1744041268978,2025-04-07T18.54.28.978,147.446,-19.817,-17.073,19.299
1744041268998,2025-04-07T18.54.28.998,147.466,-25.884,-21.311,25.945
1744041269019,2025-04-07T18.54.29.019,147.487,-24.390,-22.866,26.372
1744041269039,2025-04-07T18.54.29.039,147.507,-19.268,-24.695,25.091
1744041269060,2025-04-07T18.54.29.060,147.528,-19.543,-24.604,22.652
1744041269080,2025-04-07T18.54.29.080,147.548,-21.616,-20.274,19.360
1744041269099,2025-04-07T18.54.29.099,147.567,-22.134,-11.250,12.530
1744041269120,2025-04-07T18.54.29.120,147.588,-3.933,0.030,2.927
1744041269140,2025-04-07T18.54.29.140,147.608,9.726,3.384,-10.000
1744041269161,2025-04-07T18.54.29.161,147.629,18.598,2.073,-21.463
1744041269181,2025-04-07T18.54.29.181,147.649,8.171,2.043,-27.195
1744041269200,2025-04-07T18.54.29.200,147.668,6.707,2.591,-33.262
1744041269221,2025-04-07T18.54.29.221,147.689,16.159,2.683,-38.140
1744041269241,2025-04-07T18.54.29.241,147.709,19.817,-0.274,-38.384
1744041269262,2025-04-07T18.54.29.262,147.730,11.220,-0.335,-33.659
1744041269282,2025-04-07T18.54.29.282,147.750,12.500,2.561,-28.902
1744041269303,2025-04-07T18.54.29.303,147.771,25.671,7.896,-20.915
1744041269322,2025-04-07T18.54.29.322,147.790,25.122,6.463,-9.329
1744041269342,2025-04-07T18.54.29.342,147.810,6.677,-6.280,-1.006
1744041269363,2025-04-07T18.54.29.363,147.831,-9.238,-13.841,9.116
1744041269383,2025-04-07T18.54.29.383,147.851,-19.177,-4.146,21.982
1744041269404,2025-04-07T18.54.29.404,147.872,-10.213,4.421,27.165
1744041269424,2025-04-07T18.54.29.424,147.892,1.098,3.476,30.701
1744041269443,2025-04-07T18.54.29.443,147.911,-13.049,-0.457,41.646
1744041269464,2025-04-07T18.54.29.464,147.932,-22.317,-3.110,46.463
1744041269484,2025-04-07T18.54.29.484,147.952,-23.140,-5.000,44.970
1744041269505,2025-04-07T18.54.29.505,147.973,-23.720,-9.939,43.384
1744041269525,2025-04-07T18.54.29.525,147.993,-19.207,-9.451,42.439
1744041269546,2025-04-07T18.54.29.546,148.014,-16.951,-7.043,38.841
1744041269565,2025-04-07T18.54.29.565,148.033,-14.177,-4.390,26.494
1744041269585,2025-04-07T18.54.29.585,148.053,-1.280,-1.616,10.122
1744041269606,2025-04-07T18.54.29.606,148.074,9.024,7.866,3.567
1744041269626,2025-04-07T18.54.29.626,148.094,3.171,13.720,-1.707
1744041269647,2025-04-07T18.54.29.647,148.115,1.037,7.287,-14.146
1744041269666,2025-04-07T18.54.29.666,148.134,8.506,5.793,-24.451
1744041269687,2025-04-07T18.54.29.687,148.155,6.341,3.902,-32.012
1744041269707,2025-04-07T18.54.29.707,148.175,3.201,-1.006,-37.835
1744041269728,2025-04-07T18.54.29.728,148.196,7.409,-8.994,-46.037
1744041269748,2025-04-07T18.54.29.748,148.216,19.512,-8.171,-47.317
1744041269769,2025-04-07T18.54.29.769,148.237,30.335,-3.079,-42.165
1744041269788,2025-04-07T18.54.29.788,148.256,24.726,-2.774,-33.720
1744041269808,2025-04-07T18.54.29.808,148.276,9.604,-6.860,-28.811
1744041269829,2025-04-07T18.54.29.829,148.297,8.567,-3.933,-27.134
1744041269849,2025-04-07T18.54.29.849,148.317,15.305,8.780,-19.055
1744041269870,2025-04-07T18.54.29.870,148.338,9.482,18.110,-5.091
1744041269890,2025-04-07T18.54.29.890,148.358,1.799,22.348,4.634
1744041269909,2025-04-07T18.54.29.909,148.377,7.348,23.110,4.695
1744041269930,2025-04-07T18.54.29.930,148.398,11.524,21.189,9.055
1744041269950,2025-04-07T18.54.29.950,148.418,-1.921,13.689,21.829
1744041269971,2025-04-07T18.54.29.971,148.439,-17.287,5.579,32.896
1744041269991,2025-04-07T18.54.29.991,148.459,-20.274,-0.213,38.445
1744041270010,2025-04-07T18.54.30.010,148.478,-22.470,-3.232,43.872
1744041270031,2025-04-07T18.54.30.031,148.499,-20.945,-8.201,43.323
1744041270051,2025-04-07T18.54.30.051,148.519,-18.780,-14.421,32.774
1744041270072,2025-04-07T18.54.30.072,148.540,-17.774,-17.561,22.683
1744041270092,2025-04-07T18.54.30.092,148.560,-20.305,-18.994,18.689
1744041270113,2025-04-07T18.54.30.113,148.581,-20.488,-21.860,17.104
1744041270132,2025-04-07T18.54.30.132,148.600,-17.073,-22.104,11.250
1744041270152,2025-04-07T18.54.30.152,148.620,-6.738,-13.262,2.500
1744041270173,2025-04-07T18.54.30.173,148.641,-4.116,-2.957,-7.713
1744041270193,2025-04-07T18.54.30.193,148.661,3.506,-0.427,-22.439
1744041270214,2025-04-07T18.54.30.214,148.682,11.402,-3.323,-33.506
1744041270234,2025-04-07T18.54.30.234,148.702,15.671,-5.671,-39.299
1744041270253,2025-04-07T18.54.30.253,148.721,34.238,-1.433,-44.512
1744041270274,2025-04-07T18.54.30.274,148.742,47.500,-1.372,-43.354
1744041270294,2025-04-07T18.54.30.294,148.762,38.933,-6.220,-35.335
1744041270315,2025-04-07T18.54.30.315,148.783,25.488,-11.311,-25.274
1744041270335,2025-04-07T18.54.30.335,148.803,13.445,-14.024,-15.061
1744041270356,2025-04-07T18.54.30.356,148.824,2.378,-11.372,-5.518
1744041270375,2025-04-07T18.54.30.375,148.843,0.854,-0.457,2.927
1744041270396,2025-04-07T18.54.30.396,148.864,15.701,12.957,8.262
1744041270416,2025-04-07T18.54.30.416,148.884,16.311,14.695,12.378
1744041270437,2025-04-07T18.54.30.437,148.905,-6.890,6.006,23.689
1744041270457,2025-04-07T18.54.30.457,148.925,-20.061,-0.427,32.409
1744041270476,2025-04-07T18.54.30.476,148.944,-17.287,0.671,38.293
1744041270497,2025-04-07T18.54.30.497,148.965,-16.829,2.256,40.762
1744041270517,2025-04-07T18.54.30.517,148.985,-22.744,-5.366,35.274
1744041270538,2025-04-07T18.54.30.538,149.006,-32.561,-9.451,32.043
1744041270558,2025-04-07T18.54.30.558,149.026,-30.915,-7.073,28.476
1744041270579,2025-04-07T18.54.30.579,149.047,-28.567,-7.409,19.207
1744041270598,2025-04-07T18.54.30.598,149.066,-24.299,-11.555,9.177
1744041270618,2025-04-07T18.54.30.618,149.086,-27.256,-7.317,10.335
1744041270639,2025-04-07T18.54.30.639,149.107,-36.189,2.774,13.445
1744041270659,2025-04-07T18.54.30.659,149.127,-24.665,10.915,3.354
1744041270680,2025-04-07T18.54.30.680,149.148,2.409,15.244,-12.866
1744041270700,2025-04-07T18.54.30.700,149.168,2.470,13.872,-20.610
1744041270719,2025-04-07T18.54.30.719,149.187,-13.049,10.976,-24.451
1744041270740,2025-04-07T18.54.30.740,149.208,-2.165,16.799,-32.500
1744041270760,2025-04-07T18.54.30.760,149.228,16.616,22.652,-39.695
1744041270781,2025-04-07T18.54.30.781,149.249,24.329,23.841,-39.939
1744041270801,2025-04-07T18.54.30.801,149.269,27.409,21.402,-32.622
1744041270822,2025-04-07T18.54.30.822,149.290,19.390,15.762,-21.585
1744041270841,2025-04-07T18.54.30.841,149.309,0.671,9.695,-9.909
1744041270861,2025-04-07T18.54.30.861,149.329,-6.250,10.549,-3.811
1744041270882,2025-04-07T18.54.30.882,149.350,1.402,18.811,0.122
1744041270902,2025-04-07T18.54.30.902,149.370,18.963,23.872,1.921
1744041270923,2025-04-07T18.54.30.923,149.391,22.988,22.043,8.079
1744041270942,2025-04-07T18.54.30.942,149.410,0.061,14.390,25.671
1744041270962,2025-04-07T18.54.30.962,149.430,-16.067,12.652,46.189
1744041270983,2025-04-07T18.54.30.983,149.451,-20.183,9.878,44.116
1744041271003,2025-04-07T18.54.31.003,149.471,-14.299,0.884,36.677
1744041271024,2025-04-07T18.54.31.024,149.492,-21.402,2.195,40.396
1744041271044,2025-04-07T18.54.31.044,149.512,-17.988,7.470,43.049
1744041271064,2025-04-07T18.54.31.064,149.532,-14.726,8.323,40.457
1744041271084,2025-04-07T18.54.31.084,149.552,-2.409,-1.738,23.933
1744041271105,2025-04-07T18.54.31.105,149.573,2.287,-12.622,11.921
1744041271125,2025-04-07T18.54.31.125,149.593,-16.098,-16.189,14.421
1744041271146,2025-04-07T18.54.31.146,149.614,-25.701,-20.793,9.543
1744041271166,2025-04-07T18.54.31.166,149.634,-9.634,-27.896,-9.939
1744041271185,2025-04-07T18.54.31.185,149.653,5.427,-28.262,-20.244
1744041271206,2025-04-07T18.54.31.206,149.674,-2.744,-21.646,-16.860
1744041271226,2025-04-07T18.54.31.226,149.694,-1.067,-20.457,-20.884
1744041271247,2025-04-07T18.54.31.247,149.715,7.165,-21.402,-31.159
1744041271267,2025-04-07T18.54.31.267,149.735,-0.671,-19.512,-39.268
1744041271286,2025-04-07T18.54.31.286,149.754,1.555,-28.262,-52.439
1744041271307,2025-04-07T18.54.31.307,149.775,4.482,-28.902,-55.396
1744041271327,2025-04-07T18.54.31.327,149.795,14.055,-18.415,-50.396
1744041271348,2025-04-07T18.54.31.348,149.816,20.488,-11.463,-45.030
1744041271368,2025-04-07T18.54.31.368,149.836,13.476,-12.134,-36.707
1744041271389,2025-04-07T18.54.31.389,149.857,6.280,-15.945,-30.671
1744041271408,2025-04-07T18.54.31.408,149.876,13.018,-9.360,-23.537
1744041271428,2025-04-07T18.54.31.428,149.896,25.732,1.768,-12.683
1744041271449,2025-04-07T18.54.31.449,149.917,37.287,11.555,-3.750
1744041271469,2025-04-07T18.54.31.469,149.937,42.591,8.018,-2.470
1744041271490,2025-04-07T18.54.31.490,149.958,19.451,-3.018,5.701
1744041271510,2025-04-07T18.54.31.510,149.978,-9.482,-2.622,20.030
1744041271529,2025-04-07T18.54.31.529,149.997,-19.939,6.280,29.116
1744041271550,2025-04-07T18.54.31.550,150.018,2.073,15.884,25.671
1744041271570,2025-04-07T18.54.31.570,150.038,4.756,17.652,25.274
1744041271591,2025-04-07T18.54.31.591,150.059,-18.262,11.646,30.549
1744041271611,2025-04-07T18.54.31.611,150.079,-23.079,9.878,33.933
1744041271632,2025-04-07T18.54.31.632,150.100,-11.280,10.823,33.049
1744041271651,2025-04-07T18.54.31.651,150.119,2.866,7.652,26.067
1744041271671,2025-04-07T18.54.31.671,150.139,3.415,0.701,19.695
1744041271692,2025-04-07T18.54.31.692,150.160,-10.000,-4.848,20.579
1744041271712,2025-04-07T18.54.31.712,150.180,-17.409,-10.671,17.957
1744041271733,2025-04-07T18.54.31.733,150.201,-10.000,-15.427,8.780
1744041271752,2025-04-07T18.54.31.752,150.220,0.488,-15.640,-0.823
1744041271772,2025-04-07T18.54.31.772,150.240,-5.274,-9.207,-0.518
1744041271793,2025-04-07T18.54.31.793,150.261,-4.756,-6.037,-5.091
1744041271814,2025-04-07T18.54.31.814,150.282,10.945,-9.116,-17.713
1744041271834,2025-04-07T18.54.31.834,150.302,12.927,-11.067,-24.116
1744041271855,2025-04-07T18.54.31.855,150.323,5.823,-12.500,-29.482
1744041271874,2025-04-07T18.54.31.874,150.342,18.293,-13.476,-42.226
1744041271894,2025-04-07T18.54.31.894,150.362,33.750,-9.756,-50.518
1744041271915,2025-04-07T18.54.31.915,150.383,40.396,-3.415,-51.372
1744041271935,2025-04-07T18.54.31.935,150.403,33.262,-2.073,-47.409
1744041271956,2025-04-07T18.54.31.956,150.424,23.598,-3.018,-39.360
1744041271976,2025-04-07T18.54.31.976,150.444,17.256,0.183,-28.140
1744041271995,2025-04-07T18.54.31.995,150.463,13.567,7.256,-16.341
1744041272016,2025-04-07T18.54.32.016,150.484,13.079,13.293,-7.256
1744041272036,2025-04-07T18.54.32.036,150.504,2.591,14.329,1.433
1744041272057,2025-04-07T18.54.32.057,150.525,-11.006,9.817,9.055
1744041272077,2025-04-07T18.54.32.077,150.545,-12.683,12.195,17.165
1744041272098,2025-04-07T18.54.32.098,150.566,-1.372,20.762,23.689
1744041272117,2025-04-07T18.54.32.117,150.585,-4.451,24.665,34.482
1744041272137,2025-04-07T18.54.32.137,150.605,-17.988,21.524,45.518
1744041272158,2025-04-07T18.54.32.158,150.626,-29.695,12.043,48.537
1744041272178,2025-04-07T18.54.32.178,150.646,-27.805,10.732,49.695
1744041272199,2025-04-07T18.54.32.199,150.667,-23.140,10.823,51.585
1744041272218,2025-04-07T18.54.32.218,150.686,-29.360,6.463,52.287
1744041272238,2025-04-07T18.54.32.238,150.706,-17.470,-0.244,42.683
1744041272259,2025-04-07T18.54.32.259,150.727,-16.037,-12.835,34.787
1744041272279,2025-04-07T18.54.32.279,150.747,-41.311,-23.963,35.518
1744041272300,2025-04-07T18.54.32.300,150.768,-54.299,-26.890,33.750
1744041272320,2025-04-07T18.54.32.320,150.788,-55.213,-21.159,33.293
1744041272339,2025-04-07T18.54.32.339,150.807,-55.335,-18.872,27.439
1744041272360,2025-04-07T18.54.32.360,150.828,-46.433,-22.652,12.561
1744041272380,2025-04-07T18.54.32.380,150.848,-37.896,-19.024,6.372
1744041272401,2025-04-07T18.54.32.401,150.869,-36.220,-21.280,-2.439
1744041272421,2025-04-07T18.54.32.421,150.889,-20.884,-28.933,-19.543
1744041272442,2025-04-07T18.54.32.442,150.910,1.799,-27.134,-30.213
1744041272461,2025-04-07T18.54.32.461,150.929,12.591,-16.128,-31.646
1744041272481,2025-04-07T18.54.32.481,150.949,13.079,-8.567,-35.091
1744041272502,2025-04-07T18.54.32.502,150.970,31.037,-1.189,-42.409
1744041272522,2025-04-07T18.54.32.522,150.990,55.701,12.561,-42.652
1744041272543,2025-04-07T18.54.32.543,151.011,62.012,21.585,-35.701
1744041272564,2025-04-07T18.54.32.564,151.032,56.098,19.390,-31.037
1744041272583,2025-04-07T18.54.32.583,151.051,42.348,13.598,-29.055
1744041272603,2025-04-07T18.54.32.603,151.071,30.488,17.195,-21.524
1744041272624,2025-04-07T18.54.32.624,151.092,28.079,27.713,-12.622
1744041272644,2025-04-07T18.54.32.644,151.112,29.360,35.823,-2.774
1744041272665,2025-04-07T18.54.32.665,151.133,21.311,34.695,4.085
1744041272684,2025-04-07T18.54.32.684,151.152,0.671,24.634,8.933
1744041272704,2025-04-07T18.54.32.704,151.172,-12.835,20.152,14.878
1744041272725,2025-04-07T18.54.32.725,151.193,-7.622,19.299,21.524
1744041272745,2025-04-07T18.54.32.745,151.213,-12.530,13.110,32.195
1744041272766,2025-04-07T18.54.32.766,151.234,-27.622,7.073,47.957
1744041272786,2025-04-07T18.54.32.786,151.254,-32.683,7.591,57.470
1744041272805,2025-04-07T18.54.32.805,151.273,-22.134,10.915,58.689
1744041272826,2025-04-07T18.54.32.826,151.294,-18.232,2.348,44.756
1744041272846,2025-04-07T18.54.32.846,151.314,-19.787,-14.512,30.061
1744041272867,2025-04-07T18.54.32.867,151.335,-28.415,-20.884,27.134
1744041272887,2025-04-07T18.54.32.887,151.355,-25.000,-19.482,24.970
1744041272908,2025-04-07T18.54.32.908,151.376,-8.994,-16.707,8.476
1744041272927,2025-04-07T18.54.32.927,151.395,1.128,-20.122,-10.793
1744041272947,2025-04-07T18.54.32.947,151.415,-2.256,-14.634,-15.671
1744041272968,2025-04-07T18.54.32.968,151.436,6.951,-5.610,-21.159
1744041272988,2025-04-07T18.54.32.988,151.456,23.811,-11.616,-39.665
1744041273009,2025-04-07T18.54.33.009,151.477,25.305,-20.030,-51.220
1744041273028,2025-04-07T18.54.33.028,151.496,18.628,-19.451,-53.232
1744041273048,2025-04-07T18.54.33.048,151.516,36.037,-12.683,-51.463
1744041273069,2025-04-07T18.54.33.069,151.537,46.250,-6.128,-44.939
1744041273089,2025-04-07T18.54.33.089,151.557,45.000,-5.061,-37.409
1744041273110,2025-04-07T18.54.33.110,151.578,35.457,-1.555,-27.409
1744041273130,2025-04-07T18.54.33.130,151.598,18.933,8.049,-13.689
1744041273149,2025-04-07T18.54.33.149,151.617,13.689,18.201,-4.909
1744041273170,2025-04-07T18.54.33.170,151.638,20.640,20.213,-4.665
1744041273190,2025-04-07T18.54.33.190,151.658,12.561,20.457,-0.244
1744041273211,2025-04-07T18.54.33.211,151.679,-4.329,24.451,8.323
1744041273231,2025-04-07T18.54.33.231,151.699,-16.646,31.006,15.030
1744041273252,2025-04-07T18.54.33.252,151.720,-14.512,39.665,18.506
1744041273271,2025-04-07T18.54.33.271,151.739,-5.091,40.244,19.268
1744041273292,2025-04-07T18.54.33.292,151.760,-10.579,30.366,21.372
1744041273312,2025-04-07T18.54.33.312,151.780,-23.537,13.689,26.159
1744041273333,2025-04-07T18.54.33.333,151.801,-33.689,2.683,32.348
1744041273353,2025-04-07T18.54.33.353,151.821,-25.457,-3.201,33.780
1744041273374,2025-04-07T18.54.33.374,151.842,-24.756,-15.061,29.055
1744041273393,2025-04-07T18.54.33.393,151.861,-36.890,-26.890,22.805
1744041273413,2025-04-07T18.54.33.413,151.881,-37.988,-33.811,19.177
1744041273434,2025-04-07T18.54.33.434,151.902,-36.159,-36.768,17.561
1744041273454,2025-04-07T18.54.33.454,151.922,-29.177,-35.701,15.427
1744041273475,2025-04-07T18.54.33.475,151.943,-21.860,-34.665,8.171
1744041273495,2025-04-07T18.54.33.495,151.963,-17.957,-31.341,-1.982
1744041273514,2025-04-07T18.54.33.514,151.982,-14.634,-26.738,-9.543
1744041273535,2025-04-07T18.54.33.535,152.003,-7.957,-21.524,-18.598
1744041273555,2025-04-07T18.54.33.555,152.023,8.720,-15.610,-33.079
1744041273576,2025-04-07T18.54.33.576,152.044,23.232,-9.512,-43.750
1744041273596,2025-04-07T18.54.33.596,152.064,31.006,-2.896,-46.280
1744041273615,2025-04-07T18.54.33.615,152.083,37.134,-1.311,-48.902
1744041273636,2025-04-07T18.54.33.636,152.104,45.183,-0.396,-49.665
1744041273656,2025-04-07T18.54.33.656,152.124,44.817,1.280,-44.421
1744041273677,2025-04-07T18.54.33.677,152.145,40.945,3.841,-36.159
1744041273697,2025-04-07T18.54.33.697,152.165,38.659,6.128,-27.896
1744041273718,2025-04-07T18.54.33.718,152.186,33.293,10.244,-16.860
1744041273737,2025-04-07T18.54.33.737,152.205,25.640,14.299,-5.976
1744041273757,2025-04-07T18.54.33.757,152.225,16.067,13.140,-0.427
1744041273778,2025-04-07T18.54.33.778,152.246,7.287,10.884,4.451
1744041273798,2025-04-07T18.54.33.798,152.266,-3.232,14.421,13.232
1744041273819,2025-04-07T18.54.33.819,152.287,-8.384,19.146,22.073
1744041273839,2025-04-07T18.54.33.839,152.307,-11.738,16.585,28.079
1744041273858,2025-04-07T18.54.33.858,152.326,-17.348,11.829,35.305
1744041273879,2025-04-07T18.54.33.879,152.347,-26.006,7.957,39.848
1744041273899,2025-04-07T18.54.33.899,152.367,-26.037,5.335,40.488
1744041273920,2025-04-07T18.54.33.920,152.388,-21.128,0.793,38.262
1744041273940,2025-04-07T18.54.33.940,152.408,-20.305,-11.890,32.774
1744041273959,2025-04-07T18.54.33.959,152.427,-28.049,-25.732,28.841
1744041273980,2025-04-07T18.54.33.980,152.448,-28.018,-29.024,28.628
1744041274001,2025-04-07T18.54.34.001,152.469,-26.463,-29.451,21.921
1744041274021,2025-04-07T18.54.34.021,152.489,-27.073,-30.793,5.762
1744041274042,2025-04-07T18.54.34.042,152.510,-17.805,-26.982,-8.171
1744041274062,2025-04-07T18.54.34.062,152.530,-3.689,-22.409,-24.787
1744041274081,2025-04-07T18.54.34.081,152.549,4.390,-23.598,-44.695
1744041274102,2025-04-07T18.54.34.102,152.570,2.409,-27.744,-58.872
1744041274122,2025-04-07T18.54.34.122,152.590,15.427,-18.415,-61.098
1744041274143,2025-04-07T18.54.34.143,152.611,38.506,0.671,-56.799
1744041274163,2025-04-07T18.54.34.163,152.631,49.482,8.933,-52.409
1744041274184,2025-04-07T18.54.34.184,152.652,46.128,6.098,-48.201
1744041274203,2025-04-07T18.54.34.203,152.671,41.951,5.610,-39.024
1744041274223,2025-04-07T18.54.34.223,152.691,35.793,9.146,-26.159
1744041274244,2025-04-07T18.54.34.244,152.712,27.896,13.323,-10.305
1744041274264,2025-04-07T18.54.34.264,152.732,10.823,13.872,5.000
1744041274285,2025-04-07T18.54.34.285,152.753,-2.774,15.976,16.250
1744041274305,2025-04-07T18.54.34.305,152.773,3.384,26.128,20.915
1744041274324,2025-04-07T18.54.34.324,152.792,9.482,32.957,23.140
1744041274345,2025-04-07T18.54.34.345,152.813,-0.823,28.689,29.207
