epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1744040604534,2025-04-07T18.43.24.534,123.372,7.226,-3.933,-127.530
1744040604553,2025-04-07T18.43.24.553,123.391,8.049,2.805,-161.768
1744040604573,2025-04-07T18.43.24.573,123.411,19.360,20.000,-182.317
1744040604594,2025-04-07T18.43.24.594,123.432,25.884,36.585,-191.616
1744040604614,2025-04-07T18.43.24.614,123.452,32.165,38.140,-186.585
1744040604635,2025-04-07T18.43.24.635,123.473,30.000,26.280,-162.134
1744040604654,2025-04-07T18.43.24.654,123.492,4.817,19.817,-101.738
1744040604674,2025-04-07T18.43.24.674,123.512,-35.030,16.372,-12.348
1744040604695,2025-04-07T18.43.24.695,123.533,-46.768,10.213,83.537
1744040604715,2025-04-07T18.43.24.715,123.553,-50.793,4.268,150.213
1744040604736,2025-04-07T18.43.24.736,123.574,-74.756,-22.866,173.018
1744040604756,2025-04-07T18.43.24.756,123.594,-115.030,-46.341,195.549
1744040604775,2025-04-07T18.43.24.775,123.613,-134.543,-61.220,213.476
1744040604796,2025-04-07T18.43.24.796,123.634,-105.244,-69.665,196.646
1744040604816,2025-04-07T18.43.24.816,123.654,-69.024,-68.140,158.476
1744040604837,2025-04-07T18.43.24.837,123.675,-48.384,-56.463,117.195
1744040604858,2025-04-07T18.43.24.858,123.696,-16.555,-26.585,58.445
1744040604878,2025-04-07T18.43.24.878,123.716,21.921,7.470,-15.274
1744040604897,2025-04-07T18.43.24.897,123.735,51.189,34.573,-82.957
1744040604918,2025-04-07T18.43.24.918,123.756,57.835,51.707,-132.043
1744040604938,2025-04-07T18.43.24.938,123.776,61.220,59.421,-164.726
1744040604959,2025-04-07T18.43.24.959,123.797,68.079,63.567,-188.293
1744040604979,2025-04-07T18.43.24.979,123.817,72.774,67.530,-196.341
1744040604998,2025-04-07T18.43.24.998,123.836,81.311,68.720,-191.860
1744040605019,2025-04-07T18.43.25.019,123.857,89.939,63.872,-175.396
1744040605039,2025-04-07T18.43.25.039,123.877,78.994,43.933,-146.159
1744040605060,2025-04-07T18.43.25.060,123.898,35.549,21.768,-95.854
1744040605080,2025-04-07T18.43.25.080,123.918,-0.030,10.122,-26.860
1744040605101,2025-04-07T18.43.25.101,123.939,-16.067,3.780,45.305
1744040605120,2025-04-07T18.43.25.120,123.958,-26.768,-9.726,103.750
1744040605140,2025-04-07T18.43.25.140,123.978,-49.268,-29.329,146.921
1744040605161,2025-04-07T18.43.25.161,123.999,-84.512,-53.902,181.128
1744040605181,2025-04-07T18.43.25.181,124.019,-121.037,-73.780,203.018
1744040605202,2025-04-07T18.43.25.202,124.040,-145.183,-91.799,203.902
1744040605222,2025-04-07T18.43.25.222,124.060,-126.250,-97.927,193.293
1744040605241,2025-04-07T18.43.25.241,124.079,-90.732,-92.652,169.421
1744040605262,2025-04-07T18.43.25.262,124.100,-65.671,-68.872,130.945
1744040605282,2025-04-07T18.43.25.282,124.120,-26.524,-26.799,74.116
1744040605303,2025-04-07T18.43.25.303,124.141,25.945,11.220,6.280
1744040605323,2025-04-07T18.43.25.323,124.161,53.201,35.671,-58.506
1744040605344,2025-04-07T18.43.25.344,124.182,62.805,48.689,-111.738
1744040605363,2025-04-07T18.43.25.363,124.201,70.488,54.634,-149.024
1744040605383,2025-04-07T18.43.25.383,124.221,81.951,56.433,-179.512
1744040605404,2025-04-07T18.43.25.404,124.242,86.707,54.543,-200.427
1744040605424,2025-04-07T18.43.25.424,124.262,83.018,52.043,-206.433
1744040605445,2025-04-07T18.43.25.445,124.283,83.354,55.061,-198.354
1744040605464,2025-04-07T18.43.25.464,124.302,81.616,55.793,-178.598
1744040605484,2025-04-07T18.43.25.484,124.322,62.256,40.396,-147.744
1744040605505,2025-04-07T18.43.25.505,124.343,23.262,19.238,-101.982
1744040605525,2025-04-07T18.43.25.525,124.363,-2.470,7.073,-33.140
1744040605546,2025-04-07T18.43.25.546,124.384,-19.421,3.872,46.250
1744040605566,2025-04-07T18.43.25.566,124.404,-28.110,-4.055,107.530
1744040605586,2025-04-07T18.43.25.586,124.424,-42.470,-31.159,145.000
1744040605606,2025-04-07T18.43.25.606,124.444,-99.695,-60.335,182.896
1744040605627,2025-04-07T18.43.25.627,124.465,-143.841,-82.104,212.409
1744040605647,2025-04-07T18.43.25.647,124.485,-133.780,-101.860,211.799
1744040605668,2025-04-07T18.43.25.668,124.506,-107.530,-112.439,189.177
1744040605688,2025-04-07T18.43.25.688,124.526,-103.110,-107.378,155.976
1744040605707,2025-04-07T18.43.25.707,124.545,-101.768,-91.189,114.573
1744040605728,2025-04-07T18.43.25.728,124.566,-68.537,-61.555,66.982
1744040605748,2025-04-07T18.43.25.748,124.586,-7.012,-17.012,12.713
1744040605769,2025-04-07T18.43.25.769,124.607,40.488,22.348,-40.976
1744040605789,2025-04-07T18.43.25.789,124.627,61.159,42.195,-85.732
1744040605808,2025-04-07T18.43.25.808,124.646,74.512,53.537,-117.957
1744040605829,2025-04-07T18.43.25.829,124.667,93.476,59.512,-141.829
1744040605849,2025-04-07T18.43.25.849,124.687,106.829,59.604,-158.567
1744040605870,2025-04-07T18.43.25.870,124.708,104.939,52.256,-167.287
1744040605890,2025-04-07T18.43.25.890,124.728,97.043,43.780,-171.098
1744040605911,2025-04-07T18.43.25.911,124.749,94.024,35.671,-165.762
1744040605930,2025-04-07T18.43.25.930,124.768,87.652,30.579,-144.665
1744040605950,2025-04-07T18.43.25.950,124.788,72.805,17.378,-115.945
1744040605971,2025-04-07T18.43.25.971,124.809,47.073,0.701,-83.018
1744040605991,2025-04-07T18.43.25.991,124.829,3.811,-1.280,-40.091
1744040606012,2025-04-07T18.43.26.012,124.850,-14.299,1.494,17.012
1744040606032,2025-04-07T18.43.26.032,124.870,-3.628,7.866,72.287
1744040606051,2025-04-07T18.43.26.051,124.889,12.439,16.067,125.091
1744040606072,2025-04-07T18.43.26.072,124.910,3.811,18.994,175.945
1744040606092,2025-04-07T18.43.26.092,124.930,-29.177,-30.457,176.341
1744040606113,2025-04-07T18.43.26.113,124.951,-73.872,-80.793,187.287
1744040606133,2025-04-07T18.43.26.133,124.971,-114.512,-81.311,220.854
1744040606154,2025-04-07T18.43.26.154,124.992,-122.134,-73.201,220.610
1744040606173,2025-04-07T18.43.26.173,125.011,-80.213,-77.927,165.762
1744040606193,2025-04-07T18.43.26.193,125.031,-11.738,-55.244,105.732
1744040606214,2025-04-07T18.43.26.214,125.052,4.146,-17.043,52.713
1744040606234,2025-04-07T18.43.26.234,125.072,15.976,15.030,-7.439
1744040606255,2025-04-07T18.43.26.255,125.093,54.939,38.201,-70.274
1744040606274,2025-04-07T18.43.26.274,125.112,80.000,49.543,-120.061
1744040606295,2025-04-07T18.43.26.295,125.133,93.872,62.287,-150.854
1744040606315,2025-04-07T18.43.26.315,125.153,111.494,71.616,-173.963
1744040606336,2025-04-07T18.43.26.336,125.174,120.976,67.652,-189.299
1744040606356,2025-04-07T18.43.26.356,125.194,111.677,56.982,-193.689
1744040606377,2025-04-07T18.43.26.377,125.215,100.518,49.024,-184.116
1744040606396,2025-04-07T18.43.26.396,125.234,93.659,44.238,-160.579
1744040606416,2025-04-07T18.43.26.416,125.254,80.335,35.305,-125.427
1744040606437,2025-04-07T18.43.26.437,125.275,47.500,21.189,-81.555
1744040606457,2025-04-07T18.43.26.457,125.295,12.683,6.982,-38.201
1744040606478,2025-04-07T18.43.26.478,125.316,-18.720,-3.841,6.128
1744040606498,2025-04-07T18.43.26.498,125.336,-40.823,-6.372,55.579
1744040606517,2025-04-07T18.43.26.517,125.355,-58.963,-8.902,96.951
1744040606538,2025-04-07T18.43.26.538,125.376,-76.098,-21.098,119.848
1744040606558,2025-04-07T18.43.26.558,125.396,-89.543,-38.841,137.622
1744040606579,2025-04-07T18.43.26.579,125.417,-117.439,-50.488,164.878
1744040606599,2025-04-07T18.43.26.599,125.437,-112.104,-50.915,178.171
1744040606618,2025-04-07T18.43.26.618,125.456,-76.921,-50.396,159.055
1744040606639,2025-04-07T18.43.26.639,125.477,-79.970,-49.848,138.506
1744040606659,2025-04-07T18.43.26.659,125.497,-83.018,-42.073,119.817
1744040606680,2025-04-07T18.43.26.680,125.518,-41.341,-14.177,89.207
1744040606700,2025-04-07T18.43.26.700,125.538,12.287,10.884,36.006
1744040606721,2025-04-07T18.43.26.721,125.559,40.579,26.189,-20.122
1744040606740,2025-04-07T18.43.26.740,125.578,47.165,34.482,-66.707
1744040606760,2025-04-07T18.43.26.760,125.598,57.195,31.463,-111.890
1744040606781,2025-04-07T18.43.26.781,125.619,65.671,24.939,-146.220
1744040606801,2025-04-07T18.43.26.801,125.639,70.244,15.518,-169.543
1744040606822,2025-04-07T18.43.26.822,125.660,80.762,8.537,-182.774
1744040606842,2025-04-07T18.43.26.842,125.680,81.433,7.134,-178.811
1744040606861,2025-04-07T18.43.26.861,125.699,71.402,3.750,-161.738
1744040606882,2025-04-07T18.43.26.882,125.720,51.067,-1.951,-136.098
1744040606902,2025-04-07T18.43.26.902,125.740,25.152,-2.226,-98.323
1744040606923,2025-04-07T18.43.26.923,125.761,9.177,6.220,-53.476
1744040606943,2025-04-07T18.43.26.943,125.781,0.457,16.006,-4.116
1744040606962,2025-04-07T18.43.26.962,125.800,-23.415,24.634,51.555
1744040606983,2025-04-07T18.43.26.983,125.821,-47.317,8.872,86.311
1744040607003,2025-04-07T18.43.27.003,125.841,-67.744,-24.146,113.567
1744040607024,2025-04-07T18.43.27.024,125.862,-95.640,-38.872,156.159
1744040607045,2025-04-07T18.43.27.045,125.883,-109.451,-45.945,189.909
1744040607065,2025-04-07T18.43.27.065,125.903,-111.006,-63.262,185.457
1744040607084,2025-04-07T18.43.27.084,125.922,-98.293,-75.579,167.317
1744040607105,2025-04-07T18.43.27.105,125.943,-78.232,-55.549,150.000
1744040607125,2025-04-07T18.43.27.125,125.963,-43.354,-19.878,110.305
1744040607146,2025-04-07T18.43.27.146,125.984,-4.756,4.055,51.982
1744040607166,2025-04-07T18.43.27.166,126.004,20.976,29.634,-2.896
1744040607187,2025-04-07T18.43.27.187,126.025,37.561,43.537,-56.890
1744040607206,2025-04-07T18.43.27.206,126.044,47.195,51.341,-100.091
1744040607226,2025-04-07T18.43.27.226,126.064,63.354,48.933,-131.524
1744040607247,2025-04-07T18.43.27.247,126.085,55.884,44.116,-153.201
1744040607267,2025-04-07T18.43.27.267,126.105,56.220,43.567,-162.866
1744040607288,2025-04-07T18.43.27.288,126.126,73.933,42.348,-170.549
1744040607308,2025-04-07T18.43.27.308,126.146,87.683,39.085,-166.738
1744040607327,2025-04-07T18.43.27.327,126.165,80.396,40.457,-143.445
1744040607348,2025-04-07T18.43.27.348,126.186,62.256,31.585,-112.287
1744040607368,2025-04-07T18.43.27.368,126.206,37.957,5.030,-74.939
1744040607389,2025-04-07T18.43.27.389,126.227,0.762,-14.451,-27.896
1744040607409,2025-04-07T18.43.27.409,126.247,-30.610,-18.506,24.390
1744040607428,2025-04-07T18.43.27.428,126.266,-48.476,-15.640,78.811
1744040607449,2025-04-07T18.43.27.449,126.287,-60.671,-15.427,121.372
1744040607469,2025-04-07T18.43.27.469,126.307,-74.573,-26.128,152.104
1744040607490,2025-04-07T18.43.27.490,126.328,-106.311,-44.146,181.707
1744040607510,2025-04-07T18.43.27.510,126.348,-119.177,-53.811,205.488
1744040607531,2025-04-07T18.43.27.531,126.369,-88.018,-56.951,192.043
1744040607550,2025-04-07T18.43.27.550,126.388,-69.085,-75.305,156.555
1744040607570,2025-04-07T18.43.27.570,126.408,-77.165,-75.427,128.171
1744040607591,2025-04-07T18.43.27.591,126.429,-48.079,-47.835,82.409
1744040607611,2025-04-07T18.43.27.611,126.449,2.012,-11.707,21.494
1744040607632,2025-04-07T18.43.27.632,126.470,40.915,13.445,-38.994
1744040607652,2025-04-07T18.43.27.652,126.490,58.354,28.079,-86.494
1744040607671,2025-04-07T18.43.27.671,126.509,67.866,34.116,-120.884
1744040607692,2025-04-07T18.43.27.692,126.530,75.610,34.268,-150.244
1744040607712,2025-04-07T18.43.27.712,126.550,78.902,28.811,-173.659
1744040607733,2025-04-07T18.43.27.733,126.571,70.091,20.762,-179.146
1744040607753,2025-04-07T18.43.27.753,126.591,56.463,10.976,-172.317
1744040607774,2025-04-07T18.43.27.774,126.612,50.976,1.341,-158.354
1744040607793,2025-04-07T18.43.27.793,126.631,37.713,-6.860,-132.348
1744040607814,2025-04-07T18.43.27.814,126.652,18.780,-1.372,-86.890
1744040607834,2025-04-07T18.43.27.834,126.672,1.372,2.165,-28.598
1744040607855,2025-04-07T18.43.27.855,126.693,-24.299,2.835,34.817
1744040607875,2025-04-07T18.43.27.875,126.713,-42.622,6.494,90.915
1744040607894,2025-04-07T18.43.27.894,126.732,-54.360,3.323,127.470
1744040607915,2025-04-07T18.43.27.915,126.753,-70.396,-6.585,150.976
1744040607935,2025-04-07T18.43.27.935,126.773,-83.720,-18.720,179.970
1744040607956,2025-04-07T18.43.27.956,126.794,-82.134,-27.561,193.933
1744040607976,2025-04-07T18.43.27.976,126.814,-61.433,-42.439,173.902
1744040607997,2025-04-07T18.43.27.997,126.835,-46.860,-51.738,140.854
1744040608016,2025-04-07T18.43.28.016,126.854,-44.451,-34.116,104.238
1744040608036,2025-04-07T18.43.28.036,126.874,-22.104,-14.909,50.305
1744040608057,2025-04-07T18.43.28.057,126.895,20.823,5.915,-10.854
1744040608077,2025-04-07T18.43.28.077,126.915,43.598,24.878,-63.780
1744040608098,2025-04-07T18.43.28.098,126.936,49.848,33.018,-104.726
1744040608118,2025-04-07T18.43.28.118,126.956,63.018,41.585,-136.220
1744040608137,2025-04-07T18.43.28.137,126.975,73.384,43.018,-160.366
1744040608158,2025-04-07T18.43.28.158,126.996,75.061,34.543,-170.732
1744040608178,2025-04-07T18.43.28.178,127.016,63.963,28.750,-162.866
1744040608199,2025-04-07T18.43.28.199,127.037,59.085,31.524,-141.768
1744040608219,2025-04-07T18.43.28.219,127.057,57.530,24.024,-114.085
1744040608238,2025-04-07T18.43.28.238,127.076,29.207,-2.591,-74.238
1744040608259,2025-04-07T18.43.28.259,127.097,-4.207,-17.470,-27.439
1744040608279,2025-04-07T18.43.28.279,127.117,-20.701,2.652,27.439
1744040608300,2025-04-07T18.43.28.300,127.138,-35.335,10.488,82.683
1744040608320,2025-04-07T18.43.28.320,127.158,-56.250,-6.524,109.482
1744040608341,2025-04-07T18.43.28.341,127.179,-52.591,-15.244,120.183
1744040608360,2025-04-07T18.43.28.360,127.198,-36.921,-0.610,131.890
1744040608380,2025-04-07T18.43.28.380,127.218,-35.366,2.896,129.268
1744040608401,2025-04-07T18.43.28.401,127.239,-27.652,-16.951,103.689
1744040608421,2025-04-07T18.43.28.421,127.259,-5.366,-29.543,75.793
1744040608442,2025-04-07T18.43.28.442,127.280,1.738,-28.780,40.549
1744040608462,2025-04-07T18.43.28.462,127.300,12.470,-25.701,-18.750
1744040608482,2025-04-07T18.43.28.482,127.320,26.860,-21.189,-72.652
1744040608502,2025-04-07T18.43.28.502,127.340,29.360,-12.104,-106.890
1744040608523,2025-04-07T18.43.28.523,127.361,35.488,-9.146,-132.317
1744040608543,2025-04-07T18.43.28.543,127.381,47.104,-4.177,-144.756
1744040608564,2025-04-07T18.43.28.564,127.402,51.402,8.750,-137.439
1744040608584,2025-04-07T18.43.28.584,127.422,55.518,16.341,-116.890
1744040608603,2025-04-07T18.43.28.603,127.441,37.134,14.116,-80.244
1744040608624,2025-04-07T18.43.28.624,127.462,7.835,13.902,-27.683
1744040608644,2025-04-07T18.43.28.644,127.482,-15.854,17.073,28.811
1744040608665,2025-04-07T18.43.28.665,127.503,-34.726,18.872,78.628
1744040608685,2025-04-07T18.43.28.685,127.523,-45.823,18.445,121.250
1744040608704,2025-04-07T18.43.28.704,127.542,-56.372,12.805,148.049
1744040608725,2025-04-07T18.43.28.725,127.563,-61.341,1.982,155.335
1744040608745,2025-04-07T18.43.28.745,127.583,-53.567,-9.665,147.744
1744040608766,2025-04-07T18.43.28.766,127.604,-38.018,-17.012,126.646
1744040608786,2025-04-07T18.43.28.786,127.624,-26.707,-25.274,86.799
1744040608807,2025-04-07T18.43.28.807,127.645,-14.604,-23.598,37.012
1744040608826,2025-04-07T18.43.28.826,127.664,7.256,-9.451,-16.677
1744040608846,2025-04-07T18.43.28.846,127.684,23.902,8.780,-63.780
1744040608867,2025-04-07T18.43.28.867,127.705,33.537,14.970,-106.372
1744040608887,2025-04-07T18.43.28.887,127.725,48.689,16.463,-138.537
1744040608908,2025-04-07T18.43.28.908,127.746,56.799,20.061,-150.518
1744040608928,2025-04-07T18.43.28.928,127.766,54.543,17.470,-146.860
1744040608947,2025-04-07T18.43.28.947,127.785,51.738,12.896,-129.116
1744040608968,2025-04-07T18.43.28.968,127.806,45.061,-0.213,-92.256
1744040608988,2025-04-07T18.43.28.988,127.826,18.049,-12.683,-35.335
1744040609009,2025-04-07T18.43.29.009,127.847,-16.555,-1.006,24.299
1744040609029,2025-04-07T18.43.29.029,127.867,-30.884,0.274,73.628
1744040609048,2025-04-07T18.43.29.048,127.886,-41.555,0.488,109.573
1744040609069,2025-04-07T18.43.29.069,127.907,-38.811,9.482,131.341
1744040609089,2025-04-07T18.43.29.089,127.927,-31.372,4.207,136.494
1744040609110,2025-04-07T18.43.29.110,127.948,-43.262,-7.439,136.951
1744040609130,2025-04-07T18.43.29.130,127.968,-45.244,-16.829,131.098
1744040609151,2025-04-07T18.43.29.151,127.989,-39.207,-30.579,108.689
1744040609170,2025-04-07T18.43.29.170,128.008,-23.476,-39.787,69.360
1744040609191,2025-04-07T18.43.29.191,128.029,0.610,-31.128,17.104
1744040609211,2025-04-07T18.43.29.211,128.049,22.287,-18.232,-39.695
1744040609232,2025-04-07T18.43.29.232,128.070,28.933,-16.799,-90.122
1744040609252,2025-04-07T18.43.29.252,128.090,21.037,-20.061,-124.390
1744040609273,2025-04-07T18.43.29.273,128.111,20.091,-19.268,-146.921
1744040609292,2025-04-07T18.43.29.292,128.130,30.396,-6.402,-155.152
1744040609312,2025-04-07T18.43.29.312,128.150,38.902,9.207,-149.604
1744040609333,2025-04-07T18.43.29.333,128.171,45.061,13.963,-134.512
1744040609353,2025-04-07T18.43.29.353,128.191,41.402,14.634,-102.622
1744040609374,2025-04-07T18.43.29.374,128.212,13.872,15.091,-53.354
1744040609394,2025-04-07T18.43.29.394,128.232,-12.439,16.220,4.634
1744040609413,2025-04-07T18.43.29.413,128.251,-20.091,26.921,63.780
1744040609434,2025-04-07T18.43.29.434,128.272,-22.470,28.171,109.024
1744040609454,2025-04-07T18.43.29.454,128.292,-29.177,18.140,137.835
1744040609475,2025-04-07T18.43.29.475,128.313,-22.713,13.994,152.043
1744040609495,2025-04-07T18.43.29.495,128.333,-10.854,8.323,153.537
1744040609514,2025-04-07T18.43.29.514,128.352,-5.396,-3.963,134.817
1744040609535,2025-04-07T18.43.29.535,128.373,3.171,-10.305,96.616
1744040609555,2025-04-07T18.43.29.555,128.393,18.780,-3.780,47.348
1744040609576,2025-04-07T18.43.29.576,128.414,44.116,3.110,-10.671
1744040609596,2025-04-07T18.43.29.596,128.434,63.171,5.549,-65.732
1744040609617,2025-04-07T18.43.29.617,128.455,55.488,3.689,-102.104
1744040609636,2025-04-07T18.43.29.636,128.474,46.951,-0.610,-128.110
1744040609656,2025-04-07T18.43.29.656,128.494,62.195,-5.183,-149.634
1744040609677,2025-04-07T18.43.29.677,128.515,62.134,-12.530,-155.701
1744040609697,2025-04-07T18.43.29.697,128.535,33.537,-26.220,-139.207
1744040609718,2025-04-07T18.43.29.718,128.556,-7.988,-38.506,-107.073
1744040609738,2025-04-07T18.43.29.738,128.576,-38.232,-23.476,-56.159
1744040609757,2025-04-07T18.43.29.757,128.595,-39.817,-0.884,2.348
1744040609778,2025-04-07T18.43.29.778,128.616,-28.994,25.274,63.140
1744040609798,2025-04-07T18.43.29.798,128.636,-22.652,38.384,105.945
1744040609819,2025-04-07T18.43.29.819,128.657,-26.768,22.500,124.329
1744040609839,2025-04-07T18.43.29.839,128.677,-56.555,20.030,158.110
1744040609858,2025-04-07T18.43.29.858,128.696,-80.122,14.177,178.201
1744040609879,2025-04-07T18.43.29.879,128.717,-68.201,-16.585,161.463
1744040609899,2025-04-07T18.43.29.899,128.737,-39.024,-30.549,135.732
1744040609920,2025-04-07T18.43.29.920,128.758,-11.372,-16.829,91.829
1744040609941,2025-04-07T18.43.29.941,128.779,14.512,-2.683,30.030
1744040609961,2025-04-07T18.43.29.961,128.799,20.671,3.506,-31.738
1744040609980,2025-04-07T18.43.29.980,128.818,26.799,1.951,-84.817
1744040610001,2025-04-07T18.43.30.001,128.839,20.122,-0.884,-121.860
1744040610021,2025-04-07T18.43.30.021,128.859,22.104,-6.341,-149.268
1744040610042,2025-04-07T18.43.30.042,128.880,34.817,-14.207,-166.555
1744040610062,2025-04-07T18.43.30.062,128.900,31.890,-13.476,-164.421
1744040610083,2025-04-07T18.43.30.083,128.921,21.311,-13.079,-142.195
1744040610102,2025-04-07T18.43.30.102,128.940,8.018,-6.463,-92.165
1744040610122,2025-04-07T18.43.30.122,128.960,-6.860,10.671,-21.951
1744040610143,2025-04-07T18.43.30.143,128.981,-11.037,37.835,52.012
1744040610163,2025-04-07T18.43.30.163,129.001,2.470,49.360,108.049
1744040610184,2025-04-07T18.43.30.184,129.022,1.189,34.421,138.262
1744040610204,2025-04-07T18.43.30.204,129.042,-33.841,29.177,167.348
1744040610223,2025-04-07T18.43.30.223,129.061,-37.226,21.677,166.159
1744040610244,2025-04-07T18.43.30.244,129.082,-3.689,7.805,132.500
1744040610264,2025-04-07T18.43.30.264,129.102,11.646,0.488,89.573
1744040610285,2025-04-07T18.43.30.285,129.123,1.677,-6.738,36.555
1744040610305,2025-04-07T18.43.30.305,129.143,5.244,-11.860,-22.165
1744040610324,2025-04-07T18.43.30.324,129.162,16.006,-10.335,-72.835
1744040610345,2025-04-07T18.43.30.345,129.183,12.195,-11.372,-109.939
1744040610365,2025-04-07T18.43.30.365,129.203,14.756,-14.238,-133.628
1744040610386,2025-04-07T18.43.30.386,129.224,30.213,-13.567,-146.311
1744040610406,2025-04-07T18.43.30.406,129.244,36.280,-13.902,-141.646
1744040610427,2025-04-07T18.43.30.427,129.265,19.451,-21.738,-114.329
1744040610446,2025-04-07T18.43.30.446,129.284,-17.378,-17.805,-60.183
1744040610466,2025-04-07T18.43.30.466,129.304,-45.488,5.183,9.360
1744040610487,2025-04-07T18.43.30.487,129.325,-40.823,36.280,76.098
1744040610507,2025-04-07T18.43.30.507,129.345,-40.854,45.701,120.884
1744040610528,2025-04-07T18.43.30.528,129.366,-63.445,24.085,139.817
1744040610548,2025-04-07T18.43.30.548,129.386,-91.067,6.189,153.933
1744040610567,2025-04-07T18.43.30.567,129.405,-78.171,-8.079,142.927
1744040610588,2025-04-07T18.43.30.588,129.426,-26.341,-21.433,99.177
1744040610608,2025-04-07T18.43.30.608,129.446,1.250,-31.738,48.720
1744040610629,2025-04-07T18.43.30.629,129.467,-5.579,-40.610,-3.232
1744040610649,2025-04-07T18.43.30.649,129.487,-4.848,-34.909,-54.756
1744040610669,2025-04-07T18.43.30.669,129.507,6.585,-27.988,-97.927
1744040610689,2025-04-07T18.43.30.689,129.527,24.543,-23.110,-131.677
1744040610710,2025-04-07T18.43.30.710,129.548,41.646,-17.835,-155.701
1744040610730,2025-04-07T18.43.30.730,129.568,43.811,-5.244,-158.994
1744040610751,2025-04-07T18.43.30.751,129.589,43.902,6.280,-142.744
1744040610771,2025-04-07T18.43.30.771,129.609,40.793,3.841,-107.470
1744040610790,2025-04-07T18.43.30.790,129.628,-2.043,-6.494,-52.439
1744040610811,2025-04-07T18.43.30.811,129.649,-60.793,-13.354,6.189
1744040610831,2025-04-07T18.43.30.831,129.669,-69.970,-14.329,63.720
1744040610852,2025-04-07T18.43.30.852,129.690,-48.598,-7.530,115.610
1744040610872,2025-04-07T18.43.30.872,129.710,-68.902,-17.774,148.689
1744040610893,2025-04-07T18.43.30.893,129.731,-90.884,-37.683,170.000
1744040610912,2025-04-07T18.43.30.912,129.750,-73.933,-51.890,178.049
1744040610932,2025-04-07T18.43.30.932,129.770,-48.506,-53.262,172.683
1744040610953,2025-04-07T18.43.30.953,129.791,-34.421,-43.902,146.220
1744040610973,2025-04-07T18.43.30.973,129.811,-20.945,-25.244,98.445
1744040610994,2025-04-07T18.43.30.994,129.832,-0.793,-8.750,40.335
1744040611014,2025-04-07T18.43.31.014,129.852,13.720,13.628,-24.970
1744040611033,2025-04-07T18.43.31.033,129.871,29.085,34.177,-76.677
1744040611054,2025-04-07T18.43.31.054,129.892,42.256,47.713,-113.659
1744040611074,2025-04-07T18.43.31.074,129.912,52.012,56.890,-135.823
1744040611095,2025-04-07T18.43.31.095,129.933,54.360,61.402,-145.457
1744040611115,2025-04-07T18.43.31.115,129.953,52.530,54.970,-143.537
1744040611134,2025-04-07T18.43.31.134,129.972,41.311,43.262,-124.390
1744040611155,2025-04-07T18.43.31.155,129.993,15.579,27.805,-83.079
1744040611175,2025-04-07T18.43.31.175,130.013,-9.726,21.524,-25.030
1744040611196,2025-04-07T18.43.31.196,130.034,-20.213,15.030,33.079
1744040611216,2025-04-07T18.43.31.216,130.054,-37.470,2.561,81.098
1744040611237,2025-04-07T18.43.31.237,130.075,-48.110,-17.317,113.323
1744040611256,2025-04-07T18.43.31.256,130.094,-49.116,-28.598,135.488
1744040611276,2025-04-07T18.43.31.276,130.114,-39.543,-36.189,134.634
1744040611297,2025-04-07T18.43.31.297,130.135,-41.799,-52.134,112.652
1744040611317,2025-04-07T18.43.31.317,130.155,-48.354,-53.567,86.433
1744040611338,2025-04-07T18.43.31.338,130.176,-19.390,-32.470,46.189
1744040611358,2025-04-07T18.43.31.358,130.196,25.274,2.591,-7.500
1744040611378,2025-04-07T18.43.31.378,130.216,44.970,23.110,-59.421
1744040611398,2025-04-07T18.43.31.398,130.236,47.805,28.140,-102.622
1744040611419,2025-04-07T18.43.31.419,130.257,58.323,31.250,-134.573
1744040611439,2025-04-07T18.43.31.439,130.277,56.951,27.866,-152.195
1744040611460,2025-04-07T18.43.31.460,130.298,40.427,10.488,-157.165
1744040611479,2025-04-07T18.43.31.479,130.317,22.256,-12.896,-143.659
1744040611499,2025-04-07T18.43.31.499,130.337,8.994,-33.201,-111.098
1744040611520,2025-04-07T18.43.31.520,130.358,-19.146,-33.384,-52.988
1744040611540,2025-04-07T18.43.31.540,130.378,-40.183,-22.866,14.482
1744040611561,2025-04-07T18.43.31.561,130.399,-29.573,-16.616,77.012
1744040611581,2025-04-07T18.43.31.581,130.419,-40.427,-15.061,127.378
1744040611600,2025-04-07T18.43.31.600,130.438,-63.994,-31.463,150.945
1744040611621,2025-04-07T18.43.31.621,130.459,-73.262,-45.000,164.024
1744040611641,2025-04-07T18.43.31.641,130.479,-59.146,-49.726,166.768
1744040611662,2025-04-07T18.43.31.662,130.500,-46.402,-47.378,154.909
1744040611682,2025-04-07T18.43.31.682,130.520,-18.963,-31.555,116.463
1744040611703,2025-04-07T18.43.31.703,130.541,20.488,-11.646,55.091
1744040611722,2025-04-07T18.43.31.722,130.560,38.598,15.732,-2.195
1744040611742,2025-04-07T18.43.31.742,130.580,53.506,33.902,-53.872
1744040611763,2025-04-07T18.43.31.763,130.601,62.683,41.646,-99.848
1744040611783,2025-04-07T18.43.31.783,130.621,65.122,43.079,-134.695
1744040611804,2025-04-07T18.43.31.804,130.642,67.683,46.799,-154.390
1744040611823,2025-04-07T18.43.31.823,130.661,61.799,42.530,-163.293
1744040611843,2025-04-07T18.43.31.843,130.681,39.268,23.720,-166.677
