epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1744041332505,2025-04-07T18.55.32.505,210.954,0.218,-0.632,-0.248
1744041332525,2025-04-07T18.55.32.525,210.974,0.293,-0.686,-0.274
1744041332546,2025-04-07T18.55.32.546,210.995,0.335,-0.703,-0.295
1744041332566,2025-04-07T18.55.32.566,211.015,0.354,-0.692,-0.311
1744041332585,2025-04-07T18.55.32.585,211.034,0.433,-0.793,-0.319
1744041332606,2025-04-07T18.55.32.606,211.055,0.496,-0.917,-0.335
1744041332626,2025-04-07T18.55.32.626,211.075,0.459,-0.990,-0.373
1744041332647,2025-04-07T18.55.32.647,211.096,0.446,-1.102,-0.416
1744041332668,2025-04-07T18.55.32.668,211.117,0.416,-1.173,-0.466
1744041332688,2025-04-07T18.55.32.688,211.137,0.374,-1.221,-0.489
1744041332707,2025-04-07T18.55.32.707,211.156,0.308,-1.227,-0.486
1744041332728,2025-04-07T18.55.32.728,211.177,0.252,-1.203,-0.449
1744041332748,2025-04-07T18.55.32.748,211.197,0.198,-1.226,-0.371
1744041332769,2025-04-07T18.55.32.769,211.218,0.125,-1.243,-0.262
1744041332789,2025-04-07T18.55.32.789,211.238,0.017,-1.129,-0.238
1744041332810,2025-04-07T18.55.32.810,211.259,-0.022,-1.084,-0.267
1744041332829,2025-04-07T18.55.32.829,211.278,-0.049,-1.061,-0.261
1744041332849,2025-04-07T18.55.32.849,211.298,-0.073,-0.976,-0.243
1744041332870,2025-04-07T18.55.32.870,211.319,-0.072,-0.812,-0.240
1744041332890,2025-04-07T18.55.32.890,211.339,-0.041,-0.690,-0.229
1744041332911,2025-04-07T18.55.32.911,211.360,-0.001,-0.648,-0.214
1744041332931,2025-04-07T18.55.32.931,211.380,0.057,-0.597,-0.219
1744041332950,2025-04-07T18.55.32.950,211.399,0.108,-0.588,-0.219
1744041332971,2025-04-07T18.55.32.971,211.420,0.167,-0.580,-0.227
1744041332991,2025-04-07T18.55.32.991,211.440,0.230,-0.607,-0.239
1744041333012,2025-04-07T18.55.33.012,211.461,0.310,-0.655,-0.244
1744041333032,2025-04-07T18.55.33.032,211.481,0.362,-0.708,-0.253
1744041333051,2025-04-07T18.55.33.051,211.500,0.420,-0.780,-0.273
1744041333072,2025-04-07T18.55.33.072,211.521,0.468,-0.869,-0.298
1744041333092,2025-04-07T18.55.33.092,211.541,0.466,-0.925,-0.344
1744041333113,2025-04-07T18.55.33.113,211.562,0.468,-0.983,-0.379
1744041333133,2025-04-07T18.55.33.133,211.582,0.426,-1.053,-0.420
1744041333154,2025-04-07T18.55.33.154,211.603,0.392,-1.091,-0.470
1744041333173,2025-04-07T18.55.33.173,211.622,0.358,-1.194,-0.498
1744041333193,2025-04-07T18.55.33.193,211.642,0.327,-1.241,-0.492
1744041333214,2025-04-07T18.55.33.214,211.663,0.278,-1.250,-0.430
1744041333234,2025-04-07T18.55.33.234,211.683,0.210,-1.200,-0.359
1744041333255,2025-04-07T18.55.33.255,211.704,0.130,-1.181,-0.316
1744041333275,2025-04-07T18.55.33.275,211.724,0.074,-1.152,-0.306
1744041333294,2025-04-07T18.55.33.294,211.743,0.012,-1.131,-0.286
1744041333315,2025-04-07T18.55.33.315,211.764,-0.035,-1.119,-0.245
1744041333335,2025-04-07T18.55.33.335,211.784,-0.088,-0.976,-0.238
1744041333356,2025-04-07T18.55.33.356,211.805,-0.091,-0.789,-0.256
1744041333376,2025-04-07T18.55.33.376,211.825,-0.035,-0.731,-0.257
1744041333396,2025-04-07T18.55.33.396,211.845,-0.003,-0.726,-0.233
1744041333416,2025-04-07T18.55.33.416,211.865,0.031,-0.683,-0.206
1744041333437,2025-04-07T18.55.33.437,211.886,0.050,-0.633,-0.203
1744041333457,2025-04-07T18.55.33.457,211.906,0.090,-0.586,-0.214
1744041333478,2025-04-07T18.55.33.478,211.927,0.143,-0.566,-0.237
1744041333498,2025-04-07T18.55.33.498,211.947,0.203,-0.598,-0.247
1744041333517,2025-04-07T18.55.33.517,211.966,0.257,-0.626,-0.232
1744041333538,2025-04-07T18.55.33.538,211.987,0.292,-0.643,-0.225
1744041333558,2025-04-07T18.55.33.558,212.007,0.370,-0.766,-0.246
1744041333579,2025-04-07T18.55.33.579,212.028,0.429,-0.918,-0.279
1744041333599,2025-04-07T18.55.33.599,212.048,0.427,-1.020,-0.340
1744041333620,2025-04-07T18.55.33.620,212.069,0.424,-1.081,-0.408
1744041333639,2025-04-07T18.55.33.639,212.088,0.376,-1.131,-0.486
1744041333659,2025-04-07T18.55.33.659,212.108,0.339,-1.147,-0.560
1744041333680,2025-04-07T18.55.33.680,212.129,0.326,-1.233,-0.569
1744041333700,2025-04-07T18.55.33.700,212.149,0.280,-1.268,-0.517
1744041333721,2025-04-07T18.55.33.721,212.170,0.208,-1.242,-0.433
1744041333740,2025-04-07T18.55.33.740,212.189,0.159,-1.204,-0.374
1744041333760,2025-04-07T18.55.33.760,212.209,0.081,-1.186,-0.348
1744041333781,2025-04-07T18.55.33.781,212.230,0.003,-1.142,-0.352
1744041333801,2025-04-07T18.55.33.801,212.250,-0.025,-1.157,-0.323
1744041333822,2025-04-07T18.55.33.822,212.271,-0.067,-1.106,-0.289
1744041333842,2025-04-07T18.55.33.842,212.291,-0.083,-0.972,-0.267
1744041333861,2025-04-07T18.55.33.861,212.310,-0.081,-0.863,-0.248
1744041333882,2025-04-07T18.55.33.882,212.331,-0.056,-0.811,-0.213
1744041333902,2025-04-07T18.55.33.902,212.351,-0.020,-0.734,-0.194
1744041333923,2025-04-07T18.55.33.923,212.372,0.025,-0.699,-0.188
1744041333943,2025-04-07T18.55.33.943,212.392,0.055,-0.663,-0.195
1744041333964,2025-04-07T18.55.33.964,212.413,0.088,-0.645,-0.200
1744041333983,2025-04-07T18.55.33.983,212.432,0.115,-0.588,-0.221
1744041334003,2025-04-07T18.55.34.003,212.452,0.181,-0.614,-0.226
1744041334024,2025-04-07T18.55.34.024,212.473,0.235,-0.638,-0.230
1744041334044,2025-04-07T18.55.34.044,212.493,0.290,-0.628,-0.234
1744041334065,2025-04-07T18.55.34.065,212.514,0.304,-0.605,-0.237
1744041334085,2025-04-07T18.55.34.085,212.534,0.377,-0.704,-0.256
1744041334105,2025-04-07T18.55.34.105,212.554,0.454,-0.896,-0.299
1744041334125,2025-04-07T18.55.34.125,212.574,0.449,-1.033,-0.351
1744041334146,2025-04-07T18.55.34.146,212.595,0.435,-1.111,-0.413
1744041334166,2025-04-07T18.55.34.166,212.615,0.423,-1.168,-0.479
1744041334187,2025-04-07T18.55.34.187,212.636,0.389,-1.202,-0.531
1744041334206,2025-04-07T18.55.34.206,212.655,0.366,-1.231,-0.540
1744041334226,2025-04-07T18.55.34.226,212.675,0.306,-1.198,-0.516
1744041334247,2025-04-07T18.55.34.247,212.696,0.245,-1.128,-0.451
1744041334267,2025-04-07T18.55.34.267,212.716,0.179,-1.086,-0.381
1744041334288,2025-04-07T18.55.34.288,212.737,0.125,-1.069,-0.337
1744041334308,2025-04-07T18.55.34.308,212.757,0.090,-1.082,-0.300
1744041334327,2025-04-07T18.55.34.327,212.776,0.030,-1.059,-0.285
1744041334348,2025-04-07T18.55.34.348,212.797,0.012,-1.062,-0.272
1744041334368,2025-04-07T18.55.34.368,212.817,-0.030,-0.976,-0.277
1744041334389,2025-04-07T18.55.34.389,212.838,-0.016,-0.897,-0.274
1744041334409,2025-04-07T18.55.34.409,212.858,0.006,-0.817,-0.243
1744041334430,2025-04-07T18.55.34.430,212.879,0.026,-0.747,-0.206
1744041334449,2025-04-07T18.55.34.449,212.898,0.053,-0.715,-0.191
1744041334469,2025-04-07T18.55.34.469,212.918,0.094,-0.672,-0.188
1744041334490,2025-04-07T18.55.34.490,212.939,0.111,-0.598,-0.199
1744041334510,2025-04-07T18.55.34.510,212.959,0.141,-0.547,-0.238
1744041334531,2025-04-07T18.55.34.531,212.980,0.207,-0.567,-0.264
1744041334550,2025-04-07T18.55.34.550,212.999,0.255,-0.549,-0.261
1744041334570,2025-04-07T18.55.34.570,213.019,0.303,-0.605,-0.252
1744041334591,2025-04-07T18.55.34.591,213.040,0.374,-0.722,-0.266
1744041334611,2025-04-07T18.55.34.611,213.060,0.425,-0.845,-0.297
1744041334632,2025-04-07T18.55.34.632,213.081,0.441,-0.969,-0.342
1744041334652,2025-04-07T18.55.34.652,213.101,0.447,-1.104,-0.396
1744041334671,2025-04-07T18.55.34.671,213.120,0.385,-1.178,-0.474
1744041334692,2025-04-07T18.55.34.692,213.141,0.345,-1.228,-0.550
1744041334712,2025-04-07T18.55.34.712,213.161,0.330,-1.302,-0.582
1744041334733,2025-04-07T18.55.34.733,213.182,0.284,-1.321,-0.556
1744041334753,2025-04-07T18.55.34.753,213.202,0.211,-1.220,-0.484
1744041334774,2025-04-07T18.55.34.774,213.223,0.156,-1.183,-0.388
1744041334793,2025-04-07T18.55.34.793,213.242,0.107,-1.103,-0.332
1744041334814,2025-04-07T18.55.34.814,213.263,0.039,-1.041,-0.338
1744041334834,2025-04-07T18.55.34.834,213.283,0.014,-1.040,-0.358
1744041334855,2025-04-07T18.55.34.855,213.304,-0.013,-1.039,-0.335
1744041334875,2025-04-07T18.55.34.875,213.324,-0.053,-0.924,-0.302
1744041334896,2025-04-07T18.55.34.896,213.345,-0.021,-0.880,-0.254
1744041334915,2025-04-07T18.55.34.915,213.364,0.006,-0.826,-0.215
1744041334935,2025-04-07T18.55.34.935,213.384,0.023,-0.756,-0.194
1744041334956,2025-04-07T18.55.34.956,213.405,0.055,-0.735,-0.183
1744041334976,2025-04-07T18.55.34.976,213.425,0.085,-0.684,-0.184
1744041334997,2025-04-07T18.55.34.997,213.446,0.110,-0.621,-0.205
1744041335016,2025-04-07T18.55.35.016,213.465,0.163,-0.608,-0.220
1744041335036,2025-04-07T18.55.35.036,213.485,0.214,-0.610,-0.215
1744041335057,2025-04-07T18.55.35.057,213.506,0.263,-0.650,-0.206
1744041335077,2025-04-07T18.55.35.077,213.526,0.321,-0.639,-0.220
1744041335098,2025-04-07T18.55.35.098,213.547,0.372,-0.679,-0.246
1744041335118,2025-04-07T18.55.35.118,213.567,0.438,-0.799,-0.268
1744041335137,2025-04-07T18.55.35.137,213.586,0.461,-0.876,-0.298
1744041335158,2025-04-07T18.55.35.158,213.607,0.457,-0.970,-0.327
1744041335178,2025-04-07T18.55.35.178,213.627,0.453,-1.071,-0.359
1744041335199,2025-04-07T18.55.35.199,213.648,0.383,-1.094,-0.440
1744041335219,2025-04-07T18.55.35.219,213.668,0.382,-1.192,-0.505
1744041335240,2025-04-07T18.55.35.240,213.689,0.340,-1.255,-0.516
1744041335259,2025-04-07T18.55.35.259,213.708,0.263,-1.247,-0.491
1744041335279,2025-04-07T18.55.35.279,213.728,0.215,-1.220,-0.428
1744041335300,2025-04-07T18.55.35.300,213.749,0.162,-1.171,-0.368
1744041335320,2025-04-07T18.55.35.320,213.769,0.097,-1.133,-0.323
1744041335341,2025-04-07T18.55.35.341,213.790,-0.012,-1.042,-0.348
1744041335360,2025-04-07T18.55.35.360,213.809,-0.018,-1.054,-0.358
1744041335380,2025-04-07T18.55.35.380,213.829,-0.003,-1.063,-0.312
1744041335401,2025-04-07T18.55.35.401,213.850,-0.018,-0.938,-0.247
1744041335421,2025-04-07T18.55.35.421,213.870,-0.043,-0.836,-0.194
1744041335442,2025-04-07T18.55.35.442,213.891,-0.007,-0.786,-0.188
1744041335462,2025-04-07T18.55.35.462,213.911,0.018,-0.757,-0.205
1744041335481,2025-04-07T18.55.35.481,213.930,0.040,-0.727,-0.201
1744041335502,2025-04-07T18.55.35.502,213.951,0.051,-0.674,-0.194
1744041335522,2025-04-07T18.55.35.522,213.971,0.089,-0.660,-0.195
1744041335543,2025-04-07T18.55.35.543,213.992,0.137,-0.611,-0.211
1744041335564,2025-04-07T18.55.35.564,214.013,0.181,-0.550,-0.228
1744041335584,2025-04-07T18.55.35.584,214.033,0.275,-0.568,-0.220
1744041335603,2025-04-07T18.55.35.603,214.052,0.358,-0.656,-0.197
1744041335624,2025-04-07T18.55.35.624,214.073,0.410,-0.770,-0.197
1744041335644,2025-04-07T18.55.35.644,214.093,0.485,-0.889,-0.240
1744041335665,2025-04-07T18.55.35.665,214.114,0.516,-0.935,-0.297
1744041335685,2025-04-07T18.55.35.685,214.134,0.499,-1.036,-0.354
1744041335706,2025-04-07T18.55.35.706,214.155,0.467,-1.171,-0.423
1744041335725,2025-04-07T18.55.35.725,214.174,0.433,-1.194,-0.495
1744041335745,2025-04-07T18.55.35.745,214.194,0.363,-1.241,-0.530
1744041335766,2025-04-07T18.55.35.766,214.215,0.315,-1.274,-0.511
1744041335786,2025-04-07T18.55.35.786,214.235,0.256,-1.275,-0.457
1744041335807,2025-04-07T18.55.35.807,214.256,0.198,-1.215,-0.377
1744041335826,2025-04-07T18.55.35.826,214.275,0.114,-1.157,-0.279
1744041335846,2025-04-07T18.55.35.846,214.295,0.013,-1.048,-0.267
1744041335867,2025-04-07T18.55.35.867,214.316,-0.024,-0.986,-0.302
1744041335887,2025-04-07T18.55.35.887,214.336,-0.052,-1.072,-0.281
1744041335908,2025-04-07T18.55.35.908,214.357,-0.097,-1.069,-0.245
1744041335928,2025-04-07T18.55.35.928,214.377,-0.078,-0.959,-0.194
1744041335947,2025-04-07T18.55.35.947,214.396,-0.012,-0.864,-0.115
1744041335968,2025-04-07T18.55.35.968,214.417,-0.003,-0.694,-0.108
1744041335988,2025-04-07T18.55.35.988,214.437,0.046,-0.635,-0.152
1744041336009,2025-04-07T18.55.36.009,214.458,0.105,-0.633,-0.216
1744041336029,2025-04-07T18.55.36.029,214.478,0.150,-0.552,-0.263
1744041336050,2025-04-07T18.55.36.050,214.499,0.236,-0.523,-0.269
1744041336069,2025-04-07T18.55.36.069,214.518,0.284,-0.520,-0.262
1744041336089,2025-04-07T18.55.36.089,214.538,0.325,-0.516,-0.259
1744041336110,2025-04-07T18.55.36.110,214.559,0.374,-0.635,-0.249
1744041336130,2025-04-07T18.55.36.130,214.579,0.441,-0.758,-0.266
1744041336151,2025-04-07T18.55.36.151,214.600,0.465,-0.877,-0.273
1744041336170,2025-04-07T18.55.36.170,214.619,0.455,-1.069,-0.291
1744041336190,2025-04-07T18.55.36.190,214.639,0.442,-1.189,-0.344
1744041336211,2025-04-07T18.55.36.211,214.660,0.412,-1.250,-0.412
1744041336231,2025-04-07T18.55.36.231,214.680,0.392,-1.287,-0.451
1744041336252,2025-04-07T18.55.36.252,214.701,0.338,-1.275,-0.449
1744041336272,2025-04-07T18.55.36.272,214.721,0.279,-1.190,-0.436
1744041336292,2025-04-07T18.55.36.292,214.741,0.234,-1.133,-0.408
1744041336312,2025-04-07T18.55.36.312,214.761,0.195,-1.099,-0.366
1744041336333,2025-04-07T18.55.36.333,214.782,0.120,-1.066,-0.319
1744041336353,2025-04-07T18.55.36.353,214.802,0.030,-1.022,-0.288
1744041336374,2025-04-07T18.55.36.374,214.823,-0.002,-1.009,-0.276
1744041336394,2025-04-07T18.55.36.394,214.843,-0.011,-0.969,-0.254
1744041336413,2025-04-07T18.55.36.413,214.862,-0.050,-0.926,-0.231
1744041336434,2025-04-07T18.55.36.434,214.883,-0.042,-0.876,-0.219
1744041336454,2025-04-07T18.55.36.454,214.903,-0.020,-0.785,-0.224
1744041336475,2025-04-07T18.55.36.475,214.924,0.031,-0.755,-0.199
1744041336495,2025-04-07T18.55.36.495,214.944,0.074,-0.736,-0.179
1744041336514,2025-04-07T18.55.36.514,214.963,0.118,-0.640,-0.190
1744041336535,2025-04-07T18.55.36.535,214.984,0.173,-0.635,-0.215
1744041336555,2025-04-07T18.55.36.555,215.004,0.233,-0.650,-0.219
1744041336576,2025-04-07T18.55.36.576,215.025,0.314,-0.691,-0.208
1744041336596,2025-04-07T18.55.36.596,215.045,0.382,-0.757,-0.221
1744041336617,2025-04-07T18.55.36.617,215.066,0.417,-0.773,-0.252
1744041336636,2025-04-07T18.55.36.636,215.085,0.432,-0.752,-0.283
1744041336656,2025-04-07T18.55.36.656,215.105,0.439,-0.826,-0.310
1744041336677,2025-04-07T18.55.36.677,215.126,0.452,-0.953,-0.324
1744041336697,2025-04-07T18.55.36.697,215.146,0.408,-1.013,-0.362
1744041336718,2025-04-07T18.55.36.718,215.167,0.386,-1.120,-0.427
1744041336738,2025-04-07T18.55.36.738,215.187,0.378,-1.197,-0.465
1744041336757,2025-04-07T18.55.36.757,215.206,0.328,-1.220,-0.450
1744041336778,2025-04-07T18.55.36.778,215.227,0.267,-1.234,-0.397
1744041336798,2025-04-07T18.55.36.798,215.247,0.207,-1.196,-0.366
1744041336819,2025-04-07T18.55.36.819,215.268,0.152,-1.168,-0.362
1744041336839,2025-04-07T18.55.36.839,215.288,0.110,-1.229,-0.313
1744041336858,2025-04-07T18.55.36.858,215.307,0.047,-1.159,-0.273
1744041336879,2025-04-07T18.55.36.879,215.328,-0.013,-1.038,-0.255
1744041336899,2025-04-07T18.55.36.899,215.348,-0.028,-0.974,-0.265
1744041336920,2025-04-07T18.55.36.920,215.369,-0.042,-0.872,-0.277
1744041336940,2025-04-07T18.55.36.940,215.389,-0.033,-0.822,-0.262
1744041336961,2025-04-07T18.55.36.961,215.410,-0.017,-0.815,-0.252
1744041336980,2025-04-07T18.55.36.980,215.429,0.042,-0.761,-0.247
1744041337001,2025-04-07T18.55.37.001,215.450,0.062,-0.664,-0.244
1744041337021,2025-04-07T18.55.37.021,215.470,0.094,-0.661,-0.249
1744041337042,2025-04-07T18.55.37.042,215.491,0.136,-0.598,-0.266
1744041337062,2025-04-07T18.55.37.062,215.511,0.187,-0.569,-0.276
1744041337083,2025-04-07T18.55.37.083,215.532,0.264,-0.584,-0.272
1744041337102,2025-04-07T18.55.37.102,215.551,0.311,-0.599,-0.251
1744041337122,2025-04-07T18.55.37.122,215.571,0.356,-0.649,-0.239
1744041337143,2025-04-07T18.55.37.143,215.592,0.432,-0.751,-0.245
1744041337163,2025-04-07T18.55.37.163,215.612,0.462,-0.839,-0.265
1744041337184,2025-04-07T18.55.37.184,215.633,0.476,-0.941,-0.274
1744041337203,2025-04-07T18.55.37.203,215.652,0.453,-1.005,-0.295
1744041337223,2025-04-07T18.55.37.223,215.672,0.420,-1.123,-0.327
1744041337244,2025-04-07T18.55.37.244,215.693,0.386,-1.201,-0.395
1744041337264,2025-04-07T18.55.37.264,215.713,0.339,-1.279,-0.448
1744041337285,2025-04-07T18.55.37.285,215.734,0.259,-1.302,-0.492
1744041337305,2025-04-07T18.55.37.305,215.754,0.206,-1.305,-0.496
1744041337324,2025-04-07T18.55.37.324,215.773,0.156,-1.301,-0.432
1744041337345,2025-04-07T18.55.37.345,215.794,0.081,-1.241,-0.349
1744041337365,2025-04-07T18.55.37.365,215.814,0.019,-1.104,-0.293
1744041337386,2025-04-07T18.55.37.386,215.835,-0.010,-1.067,-0.246
1744041337406,2025-04-07T18.55.37.406,215.855,-0.046,-1.003,-0.254
1744041337427,2025-04-07T18.55.37.427,215.876,-0.057,-0.910,-0.274
1744041337446,2025-04-07T18.55.37.446,215.895,-0.046,-0.878,-0.249
1744041337466,2025-04-07T18.55.37.466,215.915,0.001,-0.812,-0.196
1744041337487,2025-04-07T18.55.37.487,215.936,0.032,-0.692,-0.194
1744041337507,2025-04-07T18.55.37.507,215.956,0.090,-0.663,-0.222
1744041337528,2025-04-07T18.55.37.528,215.977,0.119,-0.622,-0.249
1744041337547,2025-04-07T18.55.37.547,215.996,0.174,-0.564,-0.259
1744041337567,2025-04-07T18.55.37.567,216.016,0.206,-0.534,-0.263
1744041337588,2025-04-07T18.55.37.588,216.037,0.260,-0.563,-0.265
1744041337608,2025-04-07T18.55.37.608,216.057,0.303,-0.589,-0.267
1744041337629,2025-04-07T18.55.37.629,216.078,0.315,-0.597,-0.281
1744041337649,2025-04-07T18.55.37.649,216.098,0.378,-0.731,-0.296
1744041337668,2025-04-07T18.55.37.668,216.117,0.411,-0.865,-0.301
1744041337689,2025-04-07T18.55.37.689,216.138,0.424,-0.998,-0.305
1744041337709,2025-04-07T18.55.37.709,216.158,0.433,-1.141,-0.338
1744041337730,2025-04-07T18.55.37.730,216.179,0.407,-1.200,-0.417
1744041337751,2025-04-07T18.55.37.751,216.200,0.347,-1.182,-0.528
1744041337771,2025-04-07T18.55.37.771,216.220,0.329,-1.211,-0.578
1744041337790,2025-04-07T18.55.37.790,216.239,0.302,-1.218,-0.548
1744041337811,2025-04-07T18.55.37.811,216.260,0.255,-1.149,-0.468
1744041337831,2025-04-07T18.55.37.831,216.280,0.197,-1.088,-0.406
1744041337852,2025-04-07T18.55.37.852,216.301,0.164,-1.070,-0.371
1744041337872,2025-04-07T18.55.37.872,216.321,0.105,-1.111,-0.348
1744041337891,2025-04-07T18.55.37.891,216.340,0.058,-1.120,-0.308
1744041337912,2025-04-07T18.55.37.912,216.361,-0.000,-1.073,-0.257
1744041337932,2025-04-07T18.55.37.932,216.381,-0.041,-0.964,-0.254
1744041337953,2025-04-07T18.55.37.953,216.402,-0.028,-0.928,-0.269
1744041337973,2025-04-07T18.55.37.973,216.422,-0.029,-0.883,-0.280
1744041337994,2025-04-07T18.55.37.994,216.443,0.008,-0.874,-0.270
1744041338013,2025-04-07T18.55.38.013,216.462,0.061,-0.821,-0.261
1744041338033,2025-04-07T18.55.38.033,216.482,0.093,-0.687,-0.225
1744041338054,2025-04-07T18.55.38.054,216.503,0.116,-0.569,-0.205
1744041338074,2025-04-07T18.55.38.074,216.523,0.147,-0.531,-0.214
1744041338095,2025-04-07T18.55.38.095,216.544,0.204,-0.548,-0.226
1744041338115,2025-04-07T18.55.38.115,216.564,0.249,-0.610,-0.215
1744041338134,2025-04-07T18.55.38.134,216.583,0.286,-0.669,-0.213
1744041338155,2025-04-07T18.55.38.155,216.604,0.334,-0.701,-0.215
1744041338175,2025-04-07T18.55.38.175,216.624,0.361,-0.748,-0.222
1744041338196,2025-04-07T18.55.38.196,216.645,0.394,-0.834,-0.257
1744041338216,2025-04-07T18.55.38.216,216.665,0.389,-0.928,-0.304
1744041338235,2025-04-07T18.55.38.235,216.684,0.401,-0.990,-0.348
1744041338256,2025-04-07T18.55.38.256,216.705,0.432,-1.073,-0.380
1744041338276,2025-04-07T18.55.38.276,216.725,0.405,-1.152,-0.424
1744041338297,2025-04-07T18.55.38.297,216.746,0.386,-1.211,-0.479
1744041338317,2025-04-07T18.55.38.317,216.766,0.357,-1.163,-0.536
1744041338338,2025-04-07T18.55.38.338,216.787,0.321,-1.118,-0.550
1744041338357,2025-04-07T18.55.38.357,216.806,0.273,-1.058,-0.509
1744041338377,2025-04-07T18.55.38.377,216.826,0.208,-1.006,-0.461
1744041338398,2025-04-07T18.55.38.398,216.847,0.188,-1.024,-0.412
1744041338418,2025-04-07T18.55.38.418,216.867,0.131,-1.006,-0.389
1744041338439,2025-04-07T18.55.38.439,216.888,0.095,-1.030,-0.381
1744041338459,2025-04-07T18.55.38.459,216.908,0.058,-1.044,-0.359
1744041338479,2025-04-07T18.55.38.479,216.928,0.047,-1.028,-0.328
1744041338499,2025-04-07T18.55.38.499,216.948,0.033,-0.963,-0.300
1744041338520,2025-04-07T18.55.38.520,216.969,0.042,-0.906,-0.260
1744041338540,2025-04-07T18.55.38.540,216.989,0.066,-0.862,-0.220
1744041338561,2025-04-07T18.55.38.561,217.010,0.068,-0.768,-0.209
1744041338580,2025-04-07T18.55.38.580,217.029,0.092,-0.698,-0.231
1744041338600,2025-04-07T18.55.38.600,217.049,0.128,-0.661,-0.246
1744041338621,2025-04-07T18.55.38.621,217.070,0.147,-0.590,-0.243
1744041338641,2025-04-07T18.55.38.641,217.090,0.185,-0.595,-0.242
1744041338662,2025-04-07T18.55.38.662,217.111,0.249,-0.659,-0.235
1744041338682,2025-04-07T18.55.38.682,217.131,0.287,-0.654,-0.236
1744041338701,2025-04-07T18.55.38.701,217.150,0.296,-0.606,-0.244
1744041338722,2025-04-07T18.55.38.722,217.171,0.303,-0.648,-0.281
1744041338742,2025-04-07T18.55.38.742,217.191,0.332,-0.725,-0.337
1744041338763,2025-04-07T18.55.38.763,217.212,0.355,-0.835,-0.379
1744041338783,2025-04-07T18.55.38.783,217.232,0.393,-0.972,-0.401
1744041338804,2025-04-07T18.55.38.804,217.253,0.374,-1.061,-0.413
1744041338823,2025-04-07T18.55.38.823,217.272,0.367,-1.152,-0.428
1744041338843,2025-04-07T18.55.38.843,217.292,0.370,-1.215,-0.463
1744041338864,2025-04-07T18.55.38.864,217.313,0.302,-1.179,-0.533
1744041338884,2025-04-07T18.55.38.884,217.333,0.271,-1.120,-0.572
1744041338905,2025-04-07T18.55.38.905,217.354,0.232,-1.115,-0.534
1744041338924,2025-04-07T18.55.38.924,217.373,0.177,-1.155,-0.469
1744041338944,2025-04-07T18.55.38.944,217.393,0.140,-1.117,-0.429
1744041338965,2025-04-07T18.55.38.965,217.414,0.090,-1.040,-0.413
1744041338985,2025-04-07T18.55.38.985,217.434,0.050,-1.077,-0.377
1744041339006,2025-04-07T18.55.39.006,217.455,0.018,-1.136,-0.325
1744041339026,2025-04-07T18.55.39.026,217.475,-0.068,-1.035,-0.315
1744041339045,2025-04-07T18.55.39.045,217.494,-0.093,-0.916,-0.327
1744041339066,2025-04-07T18.55.39.066,217.515,-0.109,-0.819,-0.341
1744041339086,2025-04-07T18.55.39.086,217.535,-0.104,-0.769,-0.353
1744041339107,2025-04-07T18.55.39.107,217.556,-0.033,-0.813,-0.333
1744041339127,2025-04-07T18.55.39.127,217.576,-0.002,-0.762,-0.316
1744041339148,2025-04-07T18.55.39.148,217.597,0.037,-0.697,-0.301
1744041339167,2025-04-07T18.55.39.167,217.616,0.060,-0.643,-0.299
1744041339188,2025-04-07T18.55.39.188,217.637,0.109,-0.598,-0.304
1744041339208,2025-04-07T18.55.39.208,217.657,0.171,-0.612,-0.303
1744041339229,2025-04-07T18.55.39.229,217.678,0.220,-0.621,-0.317
1744041339249,2025-04-07T18.55.39.249,217.698,0.273,-0.580,-0.321
1744041339270,2025-04-07T18.55.39.270,217.719,0.287,-0.575,-0.316
1744041339289,2025-04-07T18.55.39.289,217.738,0.332,-0.643,-0.313
1744041339309,2025-04-07T18.55.39.309,217.758,0.370,-0.774,-0.308
1744041339330,2025-04-07T18.55.39.330,217.779,0.357,-0.925,-0.316
1744041339350,2025-04-07T18.55.39.350,217.799,0.378,-1.093,-0.348
1744041339371,2025-04-07T18.55.39.371,217.820,0.332,-1.163,-0.438
1744041339390,2025-04-07T18.55.39.390,217.839,0.286,-1.212,-0.557
1744041339410,2025-04-07T18.55.39.410,217.859,0.299,-1.268,-0.628
1744041339431,2025-04-07T18.55.39.431,217.880,0.270,-1.288,-0.633
1744041339451,2025-04-07T18.55.39.451,217.900,0.217,-1.239,-0.585
1744041339472,2025-04-07T18.55.39.472,217.921,0.095,-1.156,-0.560
1744041339492,2025-04-07T18.55.39.492,217.941,0.040,-1.124,-0.573
1744041339511,2025-04-07T18.55.39.511,217.960,0.027,-1.127,-0.538
1744041339532,2025-04-07T18.55.39.532,217.981,-0.024,-1.120,-0.482
1744041339552,2025-04-07T18.55.39.552,218.001,-0.070,-1.028,-0.429
1744041339573,2025-04-07T18.55.39.573,218.022,-0.102,-0.877,-0.361
1744041339593,2025-04-07T18.55.39.593,218.042,-0.078,-0.809,-0.295
1744041339614,2025-04-07T18.55.39.614,218.063,-0.051,-0.744,-0.268
1744041339633,2025-04-07T18.55.39.633,218.082,-0.025,-0.705,-0.253
1744041339653,2025-04-07T18.55.39.653,218.102,-0.010,-0.643,-0.240
1744041339674,2025-04-07T18.55.39.674,218.123,0.022,-0.586,-0.244
1744041339694,2025-04-07T18.55.39.694,218.143,0.073,-0.579,-0.245
