epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1744041153508,2025-04-07T18.52.33.508,31.957,0.226,-1.646,-0.138
1744041153529,2025-04-07T18.52.33.529,31.978,0.331,-2.063,-0.189
1744041153548,2025-04-07T18.52.33.548,31.997,0.391,-2.242,-0.250
1744041153568,2025-04-07T18.52.33.568,32.017,0.378,-2.178,-0.319
1744041153589,2025-04-07T18.52.33.589,32.038,0.346,-1.946,-0.363
1744041153609,2025-04-07T18.52.33.609,32.058,0.263,-1.628,-0.359
1744041153630,2025-04-07T18.52.33.630,32.079,0.203,-1.434,-0.302
1744041153649,2025-04-07T18.52.33.649,32.098,0.184,-1.188,-0.206
1744041153669,2025-04-07T18.52.33.669,32.118,0.173,-0.908,-0.088
1744041153690,2025-04-07T18.52.33.690,32.139,0.171,-0.663,0.023
1744041153710,2025-04-07T18.52.33.710,32.159,0.191,-0.462,0.092
1744041153731,2025-04-07T18.52.33.731,32.180,0.203,-0.303,0.097
1744041153751,2025-04-07T18.52.33.751,32.200,0.250,-0.244,0.067
1744041153771,2025-04-07T18.52.33.771,32.220,0.261,-0.183,0.036
1744041153791,2025-04-07T18.52.33.791,32.240,0.202,-0.064,-0.011
1744041153812,2025-04-07T18.52.33.812,32.261,0.227,-0.022,-0.079
1744041153832,2025-04-07T18.52.33.832,32.281,0.253,-0.101,-0.129
1744041153853,2025-04-07T18.52.33.853,32.302,0.220,-0.223,-0.147
1744041153873,2025-04-07T18.52.33.873,32.322,0.165,-0.385,-0.149
1744041153892,2025-04-07T18.52.33.892,32.341,0.191,-0.566,-0.161
1744041153913,2025-04-07T18.52.33.913,32.362,0.216,-0.906,-0.165
1744041153933,2025-04-07T18.52.33.933,32.382,0.276,-1.443,-0.172
1744041153954,2025-04-07T18.52.33.954,32.403,0.380,-1.833,-0.173
1744041153974,2025-04-07T18.52.33.974,32.423,0.456,-1.989,-0.172
1744041153993,2025-04-07T18.52.33.993,32.442,0.480,-2.096,-0.190
1744041154014,2025-04-07T18.52.34.014,32.463,0.457,-2.082,-0.218
1744041154034,2025-04-07T18.52.34.034,32.483,0.407,-1.774,-0.224
1744041154055,2025-04-07T18.52.34.055,32.504,0.341,-1.468,-0.192
1744041154075,2025-04-07T18.52.34.075,32.524,0.298,-1.297,-0.141
1744041154096,2025-04-07T18.52.34.096,32.545,0.264,-1.069,-0.080
1744041154115,2025-04-07T18.52.34.115,32.564,0.223,-0.799,-0.013
1744041154135,2025-04-07T18.52.34.135,32.584,0.219,-0.564,0.029
1744041154156,2025-04-07T18.52.34.156,32.605,0.205,-0.381,0.036
1744041154176,2025-04-07T18.52.34.176,32.625,0.199,-0.212,-0.006
1744041154197,2025-04-07T18.52.34.197,32.646,0.216,-0.107,-0.055
1744041154217,2025-04-07T18.52.34.217,32.666,0.189,-0.011,-0.085
1744041154236,2025-04-07T18.52.34.236,32.685,0.155,0.070,-0.089
1744041154257,2025-04-07T18.52.34.257,32.706,0.133,0.035,-0.096
1744041154277,2025-04-07T18.52.34.277,32.726,0.117,-0.052,-0.110
1744041154298,2025-04-07T18.52.34.298,32.747,0.072,-0.382,-0.098
1744041154318,2025-04-07T18.52.34.318,32.767,0.060,-0.887,-0.088
1744041154339,2025-04-07T18.52.34.339,32.788,0.199,-1.410,-0.087
1744041154358,2025-04-07T18.52.34.358,32.807,0.304,-1.772,-0.103
1744041154378,2025-04-07T18.52.34.378,32.827,0.361,-2.155,-0.108
1744041154399,2025-04-07T18.52.34.399,32.848,0.447,-2.352,-0.119
1744041154419,2025-04-07T18.52.34.419,32.868,0.439,-2.210,-0.143
1744041154440,2025-04-07T18.52.34.440,32.889,0.365,-1.893,-0.172
1744041154459,2025-04-07T18.52.34.459,32.908,0.284,-1.541,-0.180
1744041154480,2025-04-07T18.52.34.480,32.929,0.240,-1.324,-0.156
1744041154500,2025-04-07T18.52.34.500,32.949,0.193,-1.044,-0.096
1744041154521,2025-04-07T18.52.34.521,32.970,0.209,-0.750,-0.009
1744041154541,2025-04-07T18.52.34.541,32.990,0.209,-0.524,0.061
1744041154562,2025-04-07T18.52.34.562,33.011,0.189,-0.315,0.083
1744041154581,2025-04-07T18.52.34.581,33.030,0.173,-0.121,0.047
1744041154601,2025-04-07T18.52.34.601,33.050,0.186,0.001,-0.026
1744041154622,2025-04-07T18.52.34.622,33.071,0.200,0.052,-0.094
1744041154642,2025-04-07T18.52.34.642,33.091,0.181,0.013,-0.125
1744041154663,2025-04-07T18.52.34.663,33.112,0.158,-0.064,-0.102
1744041154683,2025-04-07T18.52.34.683,33.132,0.121,-0.148,-0.065
1744041154702,2025-04-07T18.52.34.702,33.151,0.072,-0.323,-0.026
1744041154723,2025-04-07T18.52.34.723,33.172,0.022,-0.643,-0.012
1744041154743,2025-04-07T18.52.34.743,33.192,0.018,-1.084,-0.061
1744041154764,2025-04-07T18.52.34.764,33.213,0.136,-1.669,-0.134
1744041154784,2025-04-07T18.52.34.784,33.233,0.274,-2.251,-0.195
1744041154803,2025-04-07T18.52.34.803,33.252,0.375,-2.452,-0.271
1744041154824,2025-04-07T18.52.34.824,33.273,0.386,-2.349,-0.343
1744041154844,2025-04-07T18.52.34.844,33.293,0.381,-2.138,-0.388
1744041154865,2025-04-07T18.52.34.865,33.314,0.289,-1.740,-0.385
1744041154885,2025-04-07T18.52.34.885,33.334,0.198,-1.432,-0.336
1744041154906,2025-04-07T18.52.34.906,33.355,0.138,-1.136,-0.252
1744041154925,2025-04-07T18.52.34.925,33.374,0.140,-0.837,-0.157
1744041154945,2025-04-07T18.52.34.945,33.394,0.148,-0.580,-0.061
1744041154966,2025-04-07T18.52.34.966,33.415,0.156,-0.433,0.027
1744041154986,2025-04-07T18.52.34.986,33.435,0.162,-0.323,0.071
1744041155007,2025-04-07T18.52.35.007,33.456,0.175,-0.188,0.083
1744041155027,2025-04-07T18.52.35.027,33.476,0.164,-0.054,0.081
1744041155046,2025-04-07T18.52.35.046,33.495,0.136,0.029,0.044
1744041155067,2025-04-07T18.52.35.067,33.516,0.132,0.007,-0.020
1744041155087,2025-04-07T18.52.35.087,33.536,0.122,-0.083,-0.060
1744041155108,2025-04-07T18.52.35.108,33.557,0.077,-0.197,-0.074
1744041155128,2025-04-07T18.52.35.128,33.577,0.002,-0.295,-0.093
1744041155147,2025-04-07T18.52.35.147,33.596,-0.013,-0.621,-0.127
1744041155168,2025-04-07T18.52.35.168,33.617,0.060,-1.251,-0.178
1744041155189,2025-04-07T18.52.35.189,33.638,0.128,-1.728,-0.231
1744041155209,2025-04-07T18.52.35.209,33.658,0.239,-2.073,-0.307
1744041155230,2025-04-07T18.52.35.230,33.679,0.272,-2.235,-0.445
1744041155250,2025-04-07T18.52.35.250,33.699,0.309,-2.277,-0.555
1744041155269,2025-04-07T18.52.35.269,33.718,0.312,-2.106,-0.573
1744041155290,2025-04-07T18.52.35.290,33.739,0.242,-1.793,-0.511
1744041155310,2025-04-07T18.52.35.310,33.759,0.177,-1.519,-0.415
1744041155331,2025-04-07T18.52.35.331,33.780,0.148,-1.253,-0.312
1744041155351,2025-04-07T18.52.35.351,33.800,0.131,-0.928,-0.206
1744041155372,2025-04-07T18.52.35.372,33.821,0.131,-0.697,-0.104
1744041155391,2025-04-07T18.52.35.391,33.840,0.154,-0.486,-0.012
1744041155411,2025-04-07T18.52.35.411,33.860,0.167,-0.253,0.047
1744041155432,2025-04-07T18.52.35.432,33.881,0.185,-0.160,0.043
1744041155452,2025-04-07T18.52.35.452,33.901,0.215,-0.163,-0.025
1744041155473,2025-04-07T18.52.35.473,33.922,0.201,-0.142,-0.067
1744041155492,2025-04-07T18.52.35.492,33.941,0.131,-0.085,-0.111
1744041155512,2025-04-07T18.52.35.512,33.961,0.150,-0.105,-0.133
1744041155533,2025-04-07T18.52.35.533,33.982,0.141,-0.293,-0.131
1744041155553,2025-04-07T18.52.35.553,34.002,0.099,-0.470,-0.147
1744041155574,2025-04-07T18.52.35.574,34.023,0.107,-0.732,-0.164
1744041155594,2025-04-07T18.52.35.594,34.043,0.129,-1.036,-0.192
1744041155613,2025-04-07T18.52.35.613,34.062,0.135,-1.273,-0.251
1744041155634,2025-04-07T18.52.35.634,34.083,0.194,-1.565,-0.304
1744041155654,2025-04-07T18.52.35.654,34.103,0.285,-1.903,-0.348
1744041155675,2025-04-07T18.52.35.675,34.124,0.352,-2.099,-0.368
1744041155695,2025-04-07T18.52.35.695,34.144,0.349,-2.069,-0.367
1744041155716,2025-04-07T18.52.35.716,34.165,0.315,-1.874,-0.369
1744041155735,2025-04-07T18.52.35.735,34.184,0.252,-1.572,-0.351
1744041155755,2025-04-07T18.52.35.755,34.204,0.201,-1.356,-0.291
1744041155776,2025-04-07T18.52.35.776,34.225,0.170,-1.116,-0.223
1744041155796,2025-04-07T18.52.35.796,34.245,0.160,-0.841,-0.157
1744041155817,2025-04-07T18.52.35.817,34.266,0.174,-0.647,-0.093
1744041155836,2025-04-07T18.52.35.836,34.285,0.186,-0.493,-0.045
1744041155856,2025-04-07T18.52.35.856,34.305,0.193,-0.357,-0.033
1744041155877,2025-04-07T18.52.35.877,34.326,0.191,-0.269,-0.039
1744041155897,2025-04-07T18.52.35.897,34.346,0.197,-0.131,-0.069
1744041155918,2025-04-07T18.52.35.918,34.367,0.191,-0.034,-0.102
1744041155939,2025-04-07T18.52.35.939,34.388,0.197,-0.066,-0.131
1744041155958,2025-04-07T18.52.35.958,34.407,0.190,-0.199,-0.151
1744041155978,2025-04-07T18.52.35.978,34.427,0.188,-0.345,-0.158
1744041155999,2025-04-07T18.52.35.999,34.448,0.209,-0.557,-0.136
1744041156019,2025-04-07T18.52.36.019,34.468,0.207,-0.844,-0.117
1744041156040,2025-04-07T18.52.36.040,34.489,0.188,-1.144,-0.120
1744041156060,2025-04-07T18.52.36.060,34.509,0.292,-1.551,-0.125
1744041156079,2025-04-07T18.52.36.079,34.528,0.391,-1.908,-0.133
1744041156100,2025-04-07T18.52.36.100,34.549,0.437,-2.118,-0.133
1744041156120,2025-04-07T18.52.36.120,34.569,0.438,-2.098,-0.143
1744041156141,2025-04-07T18.52.36.141,34.590,0.396,-1.871,-0.192
1744041156161,2025-04-07T18.52.36.161,34.610,0.322,-1.533,-0.248
1744041156180,2025-04-07T18.52.36.180,34.629,0.281,-1.331,-0.273
1744041156201,2025-04-07T18.52.36.201,34.650,0.231,-1.078,-0.275
1744041156221,2025-04-07T18.52.36.221,34.670,0.201,-0.786,-0.231
1744041156242,2025-04-07T18.52.36.242,34.691,0.198,-0.597,-0.161
1744041156262,2025-04-07T18.52.36.262,34.711,0.226,-0.438,-0.104
1744041156283,2025-04-07T18.52.36.283,34.732,0.218,-0.217,-0.070
1744041156302,2025-04-07T18.52.36.302,34.751,0.217,-0.065,-0.049
1744041156322,2025-04-07T18.52.36.322,34.771,0.214,0.023,-0.040
1744041156343,2025-04-07T18.52.36.343,34.792,0.219,0.029,-0.033
1744041156363,2025-04-07T18.52.36.363,34.812,0.215,-0.049,-0.046
1744041156384,2025-04-07T18.52.36.384,34.833,0.179,-0.233,-0.068
1744041156404,2025-04-07T18.52.36.404,34.853,0.133,-0.471,-0.098
1744041156423,2025-04-07T18.52.36.423,34.872,0.162,-0.752,-0.120
1744041156444,2025-04-07T18.52.36.444,34.893,0.222,-1.200,-0.129
1744041156464,2025-04-07T18.52.36.464,34.913,0.281,-1.595,-0.150
1744041156485,2025-04-07T18.52.36.485,34.934,0.346,-1.870,-0.163
1744041156505,2025-04-07T18.52.36.505,34.954,0.407,-2.020,-0.182
1744041156524,2025-04-07T18.52.36.524,34.973,0.439,-2.063,-0.191
1744041156545,2025-04-07T18.52.36.545,34.994,0.396,-1.962,-0.194
1744041156565,2025-04-07T18.52.36.565,35.014,0.350,-1.691,-0.192
1744041156586,2025-04-07T18.52.36.586,35.035,0.297,-1.414,-0.159
1744041156606,2025-04-07T18.52.36.606,35.055,0.243,-1.133,-0.122
1744041156627,2025-04-07T18.52.36.627,35.076,0.215,-0.872,-0.098
1744041156646,2025-04-07T18.52.36.646,35.095,0.206,-0.667,-0.069
1744041156667,2025-04-07T18.52.36.667,35.116,0.224,-0.465,-0.040
1744041156687,2025-04-07T18.52.36.687,35.136,0.215,-0.282,-0.030
1744041156708,2025-04-07T18.52.36.708,35.157,0.218,-0.165,-0.040
1744041156728,2025-04-07T18.52.36.728,35.177,0.191,-0.076,-0.088
1744041156749,2025-04-07T18.52.36.749,35.198,0.181,-0.024,-0.126
1744041156768,2025-04-07T18.52.36.768,35.217,0.189,-0.064,-0.146
1744041156788,2025-04-07T18.52.36.788,35.237,0.154,-0.158,-0.144
1744041156809,2025-04-07T18.52.36.809,35.258,0.134,-0.415,-0.129
1744041156829,2025-04-07T18.52.36.829,35.278,0.140,-0.676,-0.131
1744041156850,2025-04-07T18.52.36.850,35.299,0.189,-0.979,-0.151
1744041156869,2025-04-07T18.52.36.869,35.318,0.246,-1.369,-0.168
1744041156889,2025-04-07T18.52.36.889,35.338,0.388,-1.862,-0.162
1744041156910,2025-04-07T18.52.36.910,35.359,0.460,-2.106,-0.154
1744041156930,2025-04-07T18.52.36.930,35.379,0.501,-2.125,-0.152
1744041156951,2025-04-07T18.52.36.951,35.400,0.479,-2.046,-0.173
1744041156971,2025-04-07T18.52.36.971,35.420,0.388,-1.716,-0.220
1744041156990,2025-04-07T18.52.36.990,35.439,0.304,-1.433,-0.247
1744041157011,2025-04-07T18.52.37.011,35.460,0.245,-1.169,-0.232
1744041157031,2025-04-07T18.52.37.031,35.480,0.210,-0.880,-0.187
1744041157052,2025-04-07T18.52.37.052,35.501,0.210,-0.661,-0.130
1744041157072,2025-04-07T18.52.37.072,35.521,0.213,-0.500,-0.067
1744041157093,2025-04-07T18.52.37.093,35.542,0.211,-0.328,-0.012
1744041157112,2025-04-07T18.52.37.112,35.561,0.208,-0.156,0.005
1744041157132,2025-04-07T18.52.37.132,35.581,0.235,-0.077,-0.012
1744041157153,2025-04-07T18.52.37.153,35.602,0.208,-0.009,-0.038
1744041157173,2025-04-07T18.52.37.173,35.622,0.194,0.004,-0.057
1744041157194,2025-04-07T18.52.37.194,35.643,0.174,-0.093,-0.083
1744041157214,2025-04-07T18.52.37.214,35.663,0.146,-0.272,-0.149
1744041157233,2025-04-07T18.52.37.233,35.682,0.143,-0.532,-0.193
1744041157254,2025-04-07T18.52.37.254,35.703,0.139,-0.877,-0.190
1744041157274,2025-04-07T18.52.37.274,35.723,0.226,-1.264,-0.170
1744041157295,2025-04-07T18.52.37.295,35.744,0.309,-1.599,-0.151
1744041157315,2025-04-07T18.52.37.315,35.764,0.358,-1.949,-0.125
1744041157334,2025-04-07T18.52.37.334,35.783,0.432,-2.154,-0.124
1744041157355,2025-04-07T18.52.37.355,35.804,0.454,-2.209,-0.146
1744041157376,2025-04-07T18.52.37.376,35.825,0.406,-1.998,-0.186
1744041157396,2025-04-07T18.52.37.396,35.845,0.310,-1.648,-0.215
1744041157417,2025-04-07T18.52.37.417,35.866,0.245,-1.367,-0.209
1744041157437,2025-04-07T18.52.37.437,35.886,0.199,-1.109,-0.177
1744041157456,2025-04-07T18.52.37.456,35.905,0.167,-0.848,-0.130
1744041157477,2025-04-07T18.52.37.477,35.926,0.166,-0.620,-0.078
1744041157497,2025-04-07T18.52.37.497,35.946,0.186,-0.441,-0.034
1744041157518,2025-04-07T18.52.37.518,35.967,0.183,-0.253,-0.013
1744041157538,2025-04-07T18.52.37.538,35.987,0.184,-0.140,-0.013
1744041157559,2025-04-07T18.52.37.559,36.008,0.167,-0.040,-0.036
1744041157578,2025-04-07T18.52.37.578,36.027,0.178,0.017,-0.058
1744041157598,2025-04-07T18.52.37.598,36.047,0.185,0.012,-0.083
1744041157619,2025-04-07T18.52.37.619,36.068,0.196,-0.075,-0.113
1744041157639,2025-04-07T18.52.37.639,36.088,0.189,-0.277,-0.148
1744041157660,2025-04-07T18.52.37.660,36.109,0.188,-0.590,-0.157
1744041157679,2025-04-07T18.52.37.679,36.128,0.211,-0.981,-0.145
1744041157699,2025-04-07T18.52.37.699,36.148,0.263,-1.340,-0.153
1744041157720,2025-04-07T18.52.37.720,36.169,0.319,-1.774,-0.160
1744041157740,2025-04-07T18.52.37.740,36.189,0.419,-2.195,-0.161
1744041157761,2025-04-07T18.52.37.761,36.210,0.472,-2.305,-0.162
1744041157781,2025-04-07T18.52.37.781,36.230,0.452,-2.194,-0.163
1744041157800,2025-04-07T18.52.37.800,36.249,0.389,-1.869,-0.185
1744041157821,2025-04-07T18.52.37.821,36.270,0.287,-1.523,-0.214
1744041157841,2025-04-07T18.52.37.841,36.290,0.226,-1.245,-0.214
1744041157862,2025-04-07T18.52.37.862,36.311,0.200,-0.961,-0.184
1744041157882,2025-04-07T18.52.37.882,36.331,0.179,-0.684,-0.119
1744041157903,2025-04-07T18.52.37.903,36.352,0.182,-0.510,-0.039
1744041157922,2025-04-07T18.52.37.922,36.371,0.197,-0.314,0.011
1744041157942,2025-04-07T18.52.37.942,36.391,0.189,-0.133,-0.005
1744041157963,2025-04-07T18.52.37.963,36.412,0.204,-0.034,-0.063
1744041157983,2025-04-07T18.52.37.983,36.432,0.199,0.002,-0.113
1744041158004,2025-04-07T18.52.38.004,36.453,0.151,0.017,-0.130
1744041158023,2025-04-07T18.52.38.023,36.472,0.154,-0.078,-0.118
1744041158043,2025-04-07T18.52.38.043,36.492,0.155,-0.211,-0.112
1744041158064,2025-04-07T18.52.38.064,36.513,0.142,-0.464,-0.115
1744041158084,2025-04-07T18.52.38.084,36.533,0.114,-0.823,-0.125
1744041158105,2025-04-07T18.52.38.105,36.554,0.198,-1.211,-0.132
1744041158126,2025-04-07T18.52.38.126,36.575,0.321,-1.670,-0.133
1744041158145,2025-04-07T18.52.38.145,36.594,0.365,-2.047,-0.129
1744041158165,2025-04-07T18.52.38.165,36.614,0.437,-2.263,-0.114
1744041158186,2025-04-07T18.52.38.186,36.635,0.451,-2.181,-0.116
1744041158206,2025-04-07T18.52.38.206,36.655,0.401,-1.969,-0.137
1744041158227,2025-04-07T18.52.38.227,36.676,0.323,-1.656,-0.167
1744041158247,2025-04-07T18.52.38.247,36.696,0.252,-1.440,-0.186
1744041158266,2025-04-07T18.52.38.266,36.715,0.193,-1.133,-0.169
1744041158287,2025-04-07T18.52.38.287,36.736,0.151,-0.802,-0.111
1744041158307,2025-04-07T18.52.38.307,36.756,0.155,-0.555,-0.044
1744041158328,2025-04-07T18.52.38.328,36.777,0.176,-0.405,-0.010
1744041158348,2025-04-07T18.52.38.348,36.797,0.168,-0.245,-0.029
1744041158367,2025-04-07T18.52.38.367,36.816,0.178,-0.127,-0.068
1744041158388,2025-04-07T18.52.38.388,36.837,0.190,-0.016,-0.097
1744041158408,2025-04-07T18.52.38.408,36.857,0.171,0.053,-0.106
1744041158429,2025-04-07T18.52.38.429,36.878,0.162,-0.008,-0.102
1744041158449,2025-04-07T18.52.38.449,36.898,0.130,-0.098,-0.091
1744041158470,2025-04-07T18.52.38.470,36.919,0.086,-0.296,-0.075
1744041158489,2025-04-07T18.52.38.489,36.938,0.114,-0.656,-0.068
1744041158509,2025-04-07T18.52.38.509,36.958,0.116,-0.988,-0.075
1744041158530,2025-04-07T18.52.38.530,36.979,0.137,-1.339,-0.086
1744041158550,2025-04-07T18.52.38.550,36.999,0.221,-1.669,-0.136
1744041158571,2025-04-07T18.52.38.571,37.020,0.306,-1.920,-0.225
1744041158591,2025-04-07T18.52.38.591,37.040,0.377,-2.179,-0.290
1744041158610,2025-04-07T18.52.38.610,37.059,0.403,-2.232,-0.289
1744041158631,2025-04-07T18.52.38.631,37.080,0.380,-2.030,-0.247
1744041158651,2025-04-07T18.52.38.651,37.100,0.307,-1.728,-0.218
1744041158672,2025-04-07T18.52.38.672,37.121,0.241,-1.434,-0.208
1744041158692,2025-04-07T18.52.38.692,37.141,0.194,-1.149,-0.194
1744041158711,2025-04-07T18.52.38.711,37.160,0.166,-0.885,-0.156
1744041158732,2025-04-07T18.52.38.732,37.181,0.174,-0.685,-0.096
1744041158752,2025-04-07T18.52.38.752,37.201,0.184,-0.546,-0.042
1744041158773,2025-04-07T18.52.38.773,37.222,0.175,-0.385,-0.019
1744041158793,2025-04-07T18.52.38.793,37.242,0.170,-0.183,-0.045
1744041158814,2025-04-07T18.52.38.814,37.263,0.188,-0.031,-0.086
1744041158833,2025-04-07T18.52.38.833,37.282,0.156,0.026,-0.103
1744041158854,2025-04-07T18.52.38.854,37.303,0.149,0.006,-0.095
1744041158874,2025-04-07T18.52.38.874,37.323,0.175,0.010,-0.066
1744041158895,2025-04-07T18.52.38.895,37.344,0.162,-0.174,-0.041
1744041158915,2025-04-07T18.52.38.915,37.364,0.171,-0.587,-0.031
1744041158936,2025-04-07T18.52.38.936,37.385,0.177,-0.950,-0.060
1744041158955,2025-04-07T18.52.38.955,37.404,0.201,-1.174,-0.128
1744041158975,2025-04-07T18.52.38.975,37.424,0.270,-1.553,-0.210
1744041158996,2025-04-07T18.52.38.996,37.445,0.344,-1.906,-0.285
1744041159016,2025-04-07T18.52.39.016,37.465,0.399,-2.114,-0.310
1744041159037,2025-04-07T18.52.39.037,37.486,0.433,-2.162,-0.279
1744041159056,2025-04-07T18.52.39.056,37.505,0.421,-2.001,-0.227
1744041159076,2025-04-07T18.52.39.076,37.525,0.358,-1.725,-0.195
1744041159097,2025-04-07T18.52.39.097,37.546,0.288,-1.416,-0.176
1744041159117,2025-04-07T18.52.39.117,37.566,0.220,-1.177,-0.164
1744041159138,2025-04-07T18.52.39.138,37.587,0.186,-0.888,-0.123
1744041159158,2025-04-07T18.52.39.158,37.607,0.180,-0.639,-0.051
1744041159177,2025-04-07T18.52.39.177,37.626,0.191,-0.462,0.010
1744041159198,2025-04-07T18.52.39.198,37.647,0.186,-0.307,0.030
1744041159218,2025-04-07T18.52.39.218,37.667,0.139,-0.132,-0.015
1744041159239,2025-04-07T18.52.39.239,37.688,0.165,-0.045,-0.081
1744041159259,2025-04-07T18.52.39.259,37.708,0.171,-0.037,-0.119
1744041159280,2025-04-07T18.52.39.280,37.729,0.159,-0.035,-0.125
1744041159299,2025-04-07T18.52.39.299,37.748,0.146,-0.141,-0.102
1744041159319,2025-04-07T18.52.39.319,37.768,0.142,-0.316,-0.079
1744041159340,2025-04-07T18.52.39.340,37.789,0.149,-0.557,-0.071
1744041159360,2025-04-07T18.52.39.360,37.809,0.151,-0.831,-0.111
1744041159381,2025-04-07T18.52.39.381,37.830,0.157,-1.248,-0.167
1744041159400,2025-04-07T18.52.39.400,37.849,0.248,-1.669,-0.203
1744041159420,2025-04-07T18.52.39.420,37.869,0.326,-1.930,-0.236
1744041159441,2025-04-07T18.52.39.441,37.890,0.372,-2.136,-0.276
1744041159461,2025-04-07T18.52.39.461,37.910,0.399,-2.205,-0.315
1744041159482,2025-04-07T18.52.39.482,37.931,0.396,-2.050,-0.331
1744041159502,2025-04-07T18.52.39.502,37.951,0.315,-1.677,-0.321
1744041159522,2025-04-07T18.52.39.522,37.971,0.248,-1.420,-0.288
1744041159542,2025-04-07T18.52.39.542,37.991,0.197,-1.159,-0.231
1744041159563,2025-04-07T18.52.39.563,38.012,0.155,-0.863,-0.140
1744041159583,2025-04-07T18.52.39.583,38.032,0.160,-0.616,-0.050
1744041159604,2025-04-07T18.52.39.604,38.053,0.163,-0.467,0.004
1744041159624,2025-04-07T18.52.39.624,38.073,0.169,-0.268,0.026
1744041159643,2025-04-07T18.52.39.643,38.092,0.184,-0.110,0.026
1744041159664,2025-04-07T18.52.39.664,38.113,0.167,-0.040,-0.022
1744041159684,2025-04-07T18.52.39.684,38.133,0.154,0.019,-0.091
1744041159705,2025-04-07T18.52.39.705,38.154,0.163,0.016,-0.121
1744041159725,2025-04-07T18.52.39.725,38.174,0.156,0.005,-0.139
1744041159744,2025-04-07T18.52.39.744,38.193,0.152,-0.191,-0.131
1744041159765,2025-04-07T18.52.39.765,38.214,0.152,-0.465,-0.126
1744041159785,2025-04-07T18.52.39.785,38.234,0.117,-0.752,-0.156
1744041159806,2025-04-07T18.52.39.806,38.255,0.186,-1.253,-0.209
1744041159826,2025-04-07T18.52.39.826,38.275,0.272,-1.712,-0.266
1744041159847,2025-04-07T18.52.39.847,38.296,0.299,-1.992,-0.314
1744041159866,2025-04-07T18.52.39.866,38.315,0.401,-2.284,-0.375
1744041159886,2025-04-07T18.52.39.886,38.335,0.448,-2.303,-0.411
1744041159907,2025-04-07T18.52.39.907,38.356,0.399,-2.063,-0.398
1744041159927,2025-04-07T18.52.39.927,38.376,0.293,-1.656,-0.351
1744041159948,2025-04-07T18.52.39.948,38.397,0.224,-1.354,-0.283
1744041159968,2025-04-07T18.52.39.968,38.417,0.180,-1.110,-0.222
1744041159987,2025-04-07T18.52.39.987,38.436,0.144,-0.832,-0.151
1744041160008,2025-04-07T18.52.40.008,38.457,0.154,-0.611,-0.079
1744041160028,2025-04-07T18.52.40.028,38.477,0.180,-0.427,-0.020
1744041160049,2025-04-07T18.52.40.049,38.498,0.178,-0.286,0.011
1744041160069,2025-04-07T18.52.40.069,38.518,0.206,-0.172,0.014
1744041160088,2025-04-07T18.52.40.088,38.537,0.209,-0.080,-0.003
1744041160109,2025-04-07T18.52.40.109,38.558,0.191,0.030,-0.011
1744041160129,2025-04-07T18.52.40.129,38.578,0.192,0.012,-0.019
1744041160150,2025-04-07T18.52.40.150,38.599,0.188,-0.115,-0.032
1744041160170,2025-04-07T18.52.40.170,38.619,0.154,-0.331,-0.042
1744041160191,2025-04-07T18.52.40.191,38.640,0.125,-0.525,-0.069
1744041160210,2025-04-07T18.52.40.210,38.659,0.110,-0.715,-0.116
1744041160230,2025-04-07T18.52.40.230,38.679,0.156,-1.126,-0.180
1744041160251,2025-04-07T18.52.40.251,38.700,0.241,-1.688,-0.246
1744041160272,2025-04-07T18.52.40.272,38.721,0.366,-2.098,-0.279
1744041160292,2025-04-07T18.52.40.292,38.741,0.426,-2.218,-0.296
1744041160313,2025-04-07T18.52.40.313,38.762,0.433,-2.176,-0.304
1744041160332,2025-04-07T18.52.40.332,38.781,0.413,-1.993,-0.316
1744041160352,2025-04-07T18.52.40.352,38.801,0.335,-1.655,-0.319
1744041160373,2025-04-07T18.52.40.373,38.822,0.256,-1.403,-0.291
1744041160393,2025-04-07T18.52.40.393,38.842,0.194,-1.104,-0.228
1744041160414,2025-04-07T18.52.40.414,38.863,0.165,-0.828,-0.142
1744041160433,2025-04-07T18.52.40.433,38.882,0.186,-0.629,-0.061
1744041160453,2025-04-07T18.52.40.453,38.902,0.168,-0.407,-0.013
1744041160474,2025-04-07T18.52.40.474,38.923,0.173,-0.190,0.014
1744041160494,2025-04-07T18.52.40.494,38.943,0.193,-0.094,0.018
1744041160515,2025-04-07T18.52.40.515,38.964,0.194,-0.005,0.008
1744041160535,2025-04-07T18.52.40.535,38.984,0.161,0.029,-0.004
1744041160554,2025-04-07T18.52.40.554,39.003,0.162,-0.087,-0.034
1744041160575,2025-04-07T18.52.40.575,39.024,0.182,-0.258,-0.078
1744041160595,2025-04-07T18.52.40.595,39.044,0.153,-0.460,-0.113
1744041160616,2025-04-07T18.52.40.616,39.065,0.149,-0.691,-0.119
1744041160636,2025-04-07T18.52.40.636,39.085,0.182,-0.960,-0.114
1744041160655,2025-04-07T18.52.40.655,39.104,0.225,-1.288,-0.120
1744041160676,2025-04-07T18.52.40.676,39.125,0.257,-1.576,-0.112
1744041160696,2025-04-07T18.52.40.696,39.145,0.303,-1.832,-0.117
1744041160717,2025-04-07T18.52.40.717,39.166,0.341,-2.020,-0.118
1744041160737,2025-04-07T18.52.40.737,39.186,0.391,-2.139,-0.121
1744041160758,2025-04-07T18.52.40.758,39.207,0.367,-1.967,-0.143
